iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec, med_err_ra, med_err_dec
0010+336,   5, 14.1, 2014.94, 2005.36, 2019.44,   3.1974256790, 0.083, +33.8940199086, 0.119, 0.140, 0.216
0010+405,  97, 29.8, 2012.41, 1991.49, 2021.24,   3.3797091498, 0.016, +40.8603178266, 0.017, 0.135, 0.186
0010+463,   5, 22.9, 2013.28, 1996.61, 2019.53,   3.3187035287, 0.109, +46.6024084766, 0.085, 0.136, 0.146
0010-155,   4, 12.9, 2014.89, 2006.96, 2019.88,   3.3362575494, 0.041, -15.2299402806, 0.174, 0.198, 0.428
0010-401,  19, 17.8, 2016.47, 2002.09, 2019.93,   3.2496243013, 0.084, -39.9072376101, 0.159, 0.368, 0.599
0011+189,   5, 22.4, 2008.47, 1996.01, 2018.38,   3.4849004552, 0.107, +19.1783098979, 0.096, 0.126, 0.270
0011-046,   6,  6.1, 2017.34, 2014.01, 2020.06,   3.4755457413, 0.049,  -4.3978597526, 0.073, 0.154, 0.243
0012+077,   3,  1.9, 2018.71, 2017.61, 2019.53,   3.8577244317, 0.211,  +8.0345029799, 0.581, 0.185, 0.351
0012+319,   5, 14.0, 2014.96, 2005.42, 2019.44,   3.7756142260, 0.067, +32.2703637507, 0.067, 0.142, 0.198
0012+610,   5, 17.3, 2014.33, 2002.37, 2019.63,   3.7033004995, 0.221, +61.2954284673, 0.112, 0.135, 0.187
0012-008,   2,  0.5, 2019.38, 2019.13, 2019.63,   3.7641541259, 0.354,  -0.5831493046, 1.587, 0.281, 0.687
0012-184,   5, 20.6, 2009.02, 1997.50, 2018.11,   3.7603834655, 0.077, -18.2141341986, 0.162, 0.135, 0.329
0013-005,  94, 30.9, 2008.40, 1990.13, 2021.04,   4.0462023013, 0.021,  -0.2534570314, 0.035, 0.306, 0.505
0013-184,   5, 12.8, 2015.37, 2007.03, 2019.88,   3.8930189021, 0.049, -18.1237739963, 0.248, 0.180, 0.407
0013-240,   4,  5.1, 2017.46, 2014.44, 2019.53,   4.0239110834, 0.198, -23.7311666286, 0.170, 0.355, 0.844
0014+813,1350, 33.7, 2003.57, 1987.62, 2021.37,   4.2853119668, 0.022, +81.5855934950, 0.007, 0.178, 0.196
0015+145,   4,  3.0, 2017.72, 2016.11, 2019.08,   4.4037659905, 0.110, +14.8505222017, 0.173, 0.224, 0.413
0015+529,   5, 24.8, 2012.71, 1994.61, 2019.44,   4.4656659128, 0.127, +53.2053115587, 0.113, 0.155, 0.139
0015-028,   3,  1.2, 2019.68, 2019.13, 2020.29,   4.4684319778, 0.167,  -2.6053386515, 0.526, 0.154, 0.304
0015-054,   6, 12.8, 2014.60, 2005.52, 2018.33,   4.3992383237, 0.132,  -5.2116022559, 0.134, 0.277, 0.320
0015-280,   5, 14.0, 2015.11, 2005.55, 2019.53,   4.4958581624, 0.197, -27.8059926844, 0.488, 0.168, 0.466
0016+039,   2,  0.5, 2019.38, 2019.13, 2019.63,   4.6570754428, 0.065,  +4.2623084867, 0.685, 0.131, 0.284
0016+453,   2,  0.8, 2019.94, 2019.52, 2020.36,   4.8709492949, 0.160, +45.6286372232, 0.178, 0.229, 0.258
0016+731,1109, 37.9, 2007.06, 1983.57, 2021.48,   4.9407764728, 0.019, +73.4583382386, 0.003, 0.103, 0.102
0016-013,   2,  0.6, 2019.44, 2019.16, 2019.72,   4.8227865057, 0.060,  -1.0659960388, 0.121, 0.265, 0.693
0016-223,   6,  2.1, 2018.33, 2017.44, 2019.53,   4.8451171464, 0.088, -22.0910937463, 0.116, 0.241, 0.593
0017+200, 444, 25.4, 2017.23, 1996.01, 2021.40,   4.9077270344, 0.007, +20.3626790736, 0.005, 0.105, 0.081
0017+257,   5, 22.1, 2011.93, 1996.37, 2018.51,   4.9157524470, 0.047, +26.0478547870, 0.111, 0.084, 0.150
0017+296,   4,  4.9, 2017.41, 2014.42, 2019.30,   4.9074596274, 0.330, +29.9338672077, 0.360, 0.480, 0.730
0017-307,   5, 17.8, 2014.35, 2002.09, 2019.85,   4.9278137667, 0.077, -30.5220412998, 0.280, 0.183, 0.480
0018+715,   5, 24.0, 2013.06, 1995.30, 2019.32,   5.2617240532, 0.149, +71.8391029132, 0.017, 0.193, 0.145
0018+729,   5, 24.0, 2011.54, 1995.30, 2019.32,   5.3640631943, 0.222, +73.2116475408, 0.043, 0.311, 0.265
0019+058, 454, 33.1, 2016.07, 1988.39, 2021.48,   5.6351717080, 0.011,  +6.1345191587, 0.010, 0.262, 0.239
0019+451,   4, 21.8, 2011.72, 1996.61, 2018.42,   5.5275472518, 0.077, +45.4260723134, 0.055, 0.115, 0.131
0020+015,   5,  1.4, 2019.72, 2019.02, 2020.39,   5.6592713175, 0.139,  +1.7840073837, 0.095, 0.169, 0.303
0020+446,   5, 22.9, 2013.35, 1996.61, 2019.53,   5.8976769582, 0.078, +44.9432661762, 0.066, 0.112, 0.141
0021+040,   3,  0.8, 2019.60, 2019.16, 2019.91,   5.9090194600, 0.509,  +4.2834544704, 2.444, 0.982, 2.550
0021+243,   7, 16.9, 2009.92, 2002.37, 2019.30,   6.1138772386, 0.081, +24.6572859138, 0.213, 0.186, 0.336
0021+464,   5, 22.9, 2013.38, 1996.61, 2019.53,   6.0897401751, 0.053, +46.7350638093, 0.109, 0.109, 0.183
0021-084,   7, 15.7, 2014.29, 2004.40, 2020.06,   6.0028031282, 0.049,  -8.1861247024, 0.158, 0.168, 0.469
0022+390,   5, 23.1, 2013.17, 1996.44, 2019.51,   6.3589903291, 0.145, +39.3265109096, 0.166, 0.110, 0.173
0022-044,   7,  6.1, 2017.58, 2014.01, 2020.06,   6.1915966971, 0.064,  -4.2004302524, 0.074, 0.201, 0.415
0022-227,   5, 12.7, 2015.42, 2006.96, 2019.63,   6.3510308443, 0.138, -22.4632213181, 0.191, 0.139, 0.343
0022-423,  12, 28.3, 2009.88, 1990.74, 2019.07,   6.1791243827, 0.828, -42.0344301023, 1.141, 1.231, 1.035
0023-263,   5, 17.3, 2014.51, 2002.37, 2019.63,   6.4548179772, 0.150, -26.0368371905, 0.509, 0.349, 0.714
0023-354,   8,  5.2, 2018.05, 2014.61, 2019.85,   6.5682796179, 0.322, -35.2135536498, 0.137, 0.570, 0.565
0024+092,   5, 17.4, 2014.55, 2002.09, 2019.53,   6.7741403565, 0.103,  +9.4993788861, 0.193, 0.140, 0.239
0024+224,   7, 22.5, 2010.27, 1996.01, 2018.51,   6.8140480461, 0.055, +22.6994634417, 0.093, 0.418, 0.427
0024+597,   4, 23.7, 2011.07, 1994.61, 2018.33,   6.7636923708, 0.211, +59.9813776637, 0.126, 0.211, 0.208
0024-114,   5, 14.4, 2015.15, 2005.50, 2019.95,   6.7143466071, 0.355, -11.2145625070, 0.421, 0.626, 1.113
0025+197, 146, 25.5, 2016.72, 1996.01, 2021.48,   7.1242436566, 0.016, +20.0074289024, 0.018, 0.255, 0.260
0025+449,   5,  2.4, 2018.11, 2017.09, 2019.53,   6.9260949144, 0.215, +45.2491876521, 0.074, 0.300, 0.403
0026+048,   6, 24.3, 2014.29, 1995.54, 2019.85,   7.2649674444, 0.159,  +5.1596854082, 0.204, 0.159, 0.296
0026+324,   2,  0.8, 2019.94, 2019.52, 2020.36,   7.3875588346, 0.042, +32.7474425448, 0.633, 0.230, 0.365
0026+346,  18, 31.9, 2001.48, 1987.59, 2019.51,   7.3093432107, 0.481, +34.9422907391, 0.318, 1.964, 1.788
0026-015,   7, 15.7, 2016.16, 2004.33, 2020.05,   7.2541084415, 0.047,  -1.2282664955, 0.110, 0.148, 0.334
0027+056,  10, 24.3, 2015.35, 1995.54, 2019.85,   7.4412346475, 0.041,  +5.9113089509, 0.078, 0.184, 0.267
0027+05A,   2,  0.7, 2019.52, 2019.19, 2019.85,   7.5511125296, 0.060,  +5.9241418217, 0.343, 0.252, 0.569
0027+587,   3,  1.2, 2018.94, 2018.33, 2019.51,   7.6810592511, 0.145, +59.0721389769, 0.763, 0.324, 0.721
0027+703,   5, 24.0, 2013.08, 1995.30, 2019.32,   7.5600538918, 0.107, +70.6277947262, 0.051, 0.119, 0.110
0027-024,   5, 14.0, 2011.78, 2004.33, 2018.35,   7.6325989140, 0.057,  -2.1989257806, 0.184, 0.109, 0.225
0027-426,   5,  9.8, 2016.11, 2009.31, 2019.07,   7.5728860177, 0.222, -42.4129119396, 0.597, 0.228, 0.757
0028-017,   3,  1.0, 2019.77, 2019.20, 2020.23,   7.7302850754, 0.006,  -1.4753467156, 0.104, 0.226, 0.404
0028-396,   5, 17.5, 2014.01, 2002.37, 2019.85,   7.8513811879, 0.262, -39.3803798676, 0.536, 0.810, 2.199
0029-147,   5, 13.9, 2011.82, 2004.33, 2018.23,   7.9850491280, 0.125, -14.4387066330, 0.376, 0.178, 0.393
0029-414,   2,  0.3, 2020.19, 2020.02, 2020.36,   7.8669177481, 0.255, -41.1377452638, 0.084, 0.315, 1.138
0030+048,   2,  0.7, 2019.54, 2019.20, 2019.88,   8.2469491488, 0.321,  +5.1670845083, 0.019, 0.234, 0.516
0030+196,   5,  4.7, 2017.39, 2014.42, 2019.08,   8.1597434891, 5.592, +19.8982705196, 0.726, 1.778, 2.417
0031+211,   1,  0.0, 2020.38, 2020.38, 2020.38,   8.5701650041, 0.000, +21.4448883084, 0.000, 0.154, 0.279
0032+276,   4, 22.2, 2011.69, 1996.37, 2018.57,   8.6811920406, 0.290, +27.9071445955, 0.137, 0.133, 0.186
0032+612,   5, 16.7, 2012.74, 2002.95, 2019.63,   8.8554606591, 0.102, +61.5085447945, 0.047, 0.112, 0.125
0032-011,   5,  5.4, 2017.85, 2014.44, 2019.88,   8.6830082102, 0.099,  -0.9036208046, 0.137, 0.184, 0.394
0033+079,   3,  0.6, 2019.72, 2019.30, 2019.95,   9.0671878014, 0.163,  +8.2511199520, 0.235, 0.266, 0.542
0033+082,   2,  0.7, 2019.54, 2019.20, 2019.88,   8.9312841620, 0.283,  +8.5377355512, 0.045, 0.290, 0.645
0033+098,   6,  1.7, 2019.69, 2018.72, 2020.39,   9.0990298198, 0.127, +10.1329073322, 0.048, 0.225, 0.175
0033+142,   5, 16.8, 2014.33, 2002.37, 2019.13,   9.1462879211, 0.087, +14.5676718728, 0.212, 0.179, 0.296
0033+143,   5, 12.0, 2015.26, 2007.03, 2019.08,   8.9336995483, 0.063, +14.6338813061, 0.076, 0.104, 0.202
0033-088,   6, 14.6, 2015.43, 2005.42, 2020.06,   8.9427099477, 0.087,  -8.5983450599, 0.143, 0.172, 0.459
0034+078,   7, 14.4, 2016.43, 2005.52, 2019.95,   9.3841548826, 0.055,  +8.1369603309, 0.098, 0.122, 0.204
0034+108,   5, 22.9, 2012.36, 1995.54, 2018.42,   9.3585059732, 0.098, +11.1641447739, 0.032, 0.204, 0.212
0034+214,   1,  0.0, 2020.38, 2020.38, 2020.38,   9.3480867804, 0.000, +21.6980902766, 0.000, 0.128, 0.223
0034+393,   4,  2.4, 2018.25, 2017.09, 2019.51,   9.4030239470, 0.124, +39.6366096900, 0.227, 0.195, 0.296
0034-220,   5, 12.7, 2014.83, 2006.96, 2019.63,   9.3117745750, 0.132, -21.7568649543, 0.474, 0.179, 0.390
0035+121,   5, 22.4, 2008.51, 1996.01, 2018.42,   9.5750690895, 0.061, +12.4586800929, 0.067, 0.116, 0.225
0035+186,   1,  0.0, 2020.38, 2020.38, 2020.38,   9.6203823626, 0.000, +18.9382309585, 0.000, 0.126, 0.234
0035+238,   5, 11.8, 2015.45, 2007.52, 2019.32,   9.4929157172, 0.328, +24.1199635239, 0.526, 0.601, 0.859
0035+367,   5, 23.1, 2013.18, 1996.44, 2019.53,   9.4422624497, 0.096, +36.9863565076, 0.161, 0.180, 0.290
0035+413,  57, 25.6, 2011.12, 1994.19, 2019.79,   9.6035149357, 0.030, +41.6183334268, 0.025, 0.204, 0.237
0035+503,   5, 21.7, 2010.90, 1996.61, 2018.33,   9.6183899840, 0.150, +50.5905094488, 0.083, 0.174, 0.213
0035-024,   5, 13.1, 2015.40, 2007.07, 2020.14,   9.5855389739, 0.071,  -2.1279296753, 0.061, 0.108, 0.252
0035-037,   7, 14.6, 2016.18, 2005.55, 2020.14,   9.5866431319, 0.038,  -3.4997115950, 0.102, 0.169, 0.236
0035-252, 125, 24.0, 2012.90, 1997.50, 2021.48,   9.5613979125, 0.019, -24.9839542422, 0.026, 0.321, 0.336
0035-340,   3,  0.7, 2020.39, 2020.02, 2020.77,   9.3702685397, 0.078, -33.7451151611, 0.118, 0.242, 0.691
0035-534,   1,  0.0, 2017.97, 2017.97, 2017.97,   9.3973323872, 0.000, -53.1261561877, 0.000, 0.632, 1.076
0036-099,   5, 13.2, 2015.50, 2006.96, 2020.14,   9.7762152527, 0.077,  -9.7130248087, 0.171, 0.123, 0.263
0036-191,   5, 14.4, 2015.18, 2005.52, 2019.95,   9.8205190226, 0.067, -18.9015577293, 0.390, 0.218, 0.589
0036-216,   6, 22.1, 2010.89, 1997.50, 2019.63,   9.6248117675, 0.117, -21.3344497357, 0.418, 0.271, 0.617
0037+011,   5,  5.3, 2017.90, 2014.61, 2019.95,  10.0563560085, 0.061,  +1.4295415521, 0.080, 0.141, 0.272
0037+094,   5,  2.4, 2018.70, 2017.47, 2019.91,  10.0762674605, 0.261,  +9.7116060987, 0.575, 0.832, 2.928
0037+139,   8, 22.4, 2005.22, 1996.01, 2018.44,   9.9150816431, 0.042, +14.1993213193, 0.083, 0.307, 0.494
0037+487,   5, 23.0, 2013.39, 1996.61, 2019.63,   9.9458285849, 0.072, +49.0092152606, 0.064, 0.100, 0.138
0037-329,   4, 17.8, 2013.43, 2002.09, 2019.88,  10.0730862692, 0.195, -32.7243960002, 0.466, 0.202, 0.507
0037-593,  12, 15.9, 2013.88, 2003.68, 2019.60,  10.0327047711, 0.312, -59.0646568411, 0.254, 0.770, 1.269
0038+133,   5, 12.1, 2015.32, 2007.03, 2019.13,  10.3217122987, 0.131, +13.6576462914, 0.069, 0.173, 0.286
0038+319,   4,  8.8, 2016.56, 2010.71, 2019.53,  10.3163916936, 0.054, +32.1854352615, 0.124, 0.168, 0.250
0038-019,   5,  4.2, 2017.93, 2015.92, 2020.14,  10.3583702211, 0.146,  -1.7210225260, 0.191, 0.258, 0.695
0038-020,   5,  4.9, 2015.77, 2013.56, 2018.42,  10.2400482168, 0.092,  -1.7755627524, 0.192, 0.135, 0.276
0038-326,  16, 18.1, 2018.02, 2002.09, 2020.20,  10.1277285574, 0.198, -32.4223135845, 0.397, 1.059, 3.198
0039+211,   3,  0.8, 2018.98, 2018.57, 2019.32,  10.4226971247, 0.305, +21.4028081702, 0.621, 0.530, 1.153
0039+230,  24, 26.5, 2004.18, 1992.81, 2019.32,  10.5189381808, 0.059, +23.3336283399, 0.082, 0.158, 0.257
0039+568,   6, 24.7, 2012.57, 1994.61, 2019.34,  10.5810486958, 0.109, +57.1434961309, 0.065, 0.165, 0.250
0039-407,   4,  0.7, 2018.98, 2018.56, 2019.26,  10.5051021313, 0.305, -40.5110393786, 0.148, 0.504, 0.270
0040+098,   6, 22.9, 2013.20, 1995.54, 2018.44,  10.6848821036, 0.112, +10.1636688079, 0.144, 0.178, 0.213
0041+047,   5,  1.4, 2019.80, 2019.02, 2020.39,  10.9447111521, 0.074,  +5.0488992974, 0.101, 0.168, 0.323
0041+677,   5, 14.2, 2014.97, 2005.52, 2019.72,  11.2114983808, 0.056, +68.0507461132, 0.041, 0.114, 0.114
0042+186,   5, 14.8, 2014.78, 2004.33, 2019.13,  11.1759494026, 0.078, +18.9180651507, 0.122, 0.193, 0.401
0042+456,   3,  1.2, 2019.02, 2018.44, 2019.63,  11.2501422403, 0.086, +45.9209092425, 0.042, 0.111, 0.158
0042-373,   5,  4.9, 2017.53, 2014.97, 2019.88,  11.3002753494, 0.038, -37.0967965186, 0.157, 0.152, 0.398
0043+044,   3,  0.7, 2019.81, 2019.32, 2020.06,  11.5523295378, 0.116,  +4.7249474273, 0.256, 0.480, 1.109
0043+246,   5, 15.0, 2014.82, 2004.33, 2019.32,  11.5326072653, 0.031, +24.9423678809, 0.075, 0.099, 0.168
0043-268,   4, 10.7, 2016.18, 2009.06, 2019.72,  11.5574006156, 0.041, -26.5317925821, 0.418, 0.185, 0.435
0043-392,   3, 10.8, 2015.39, 2009.06, 2019.88,  11.3771210124, 0.064, -39.0008139429, 0.175, 0.264, 0.649
0044+030,   8,  3.4, 2018.37, 2016.71, 2020.06,  11.7746613572, 0.058,  +3.3318848972, 0.138, 0.165, 0.373
0044+085,   4,  0.7, 2019.83, 2019.32, 2020.06,  11.8132506723, 0.319,  +8.7930002872, 0.341, 0.480, 0.797
0044+387,   5, 23.1, 2013.20, 1996.44, 2019.53,  11.6982427167, 0.079, +39.0130967121, 0.074, 0.126, 0.201
0044+566,   4, 23.7, 2011.07, 1994.61, 2018.35,  11.7517868120, 0.158, +56.9617762731, 0.072, 0.119, 0.179
0044-846,   6,  5.0, 2016.60, 2015.36, 2020.38,  11.1112049623, 0.406, -84.3777743028, 0.061, 0.322, 0.403
0045+079,   2,  0.8, 2019.76, 2019.38, 2020.14,  12.0982402543, 0.062,  +8.1808732654, 0.196, 0.366, 0.708
0045+243,   5, 22.6, 2008.56, 1996.01, 2018.58,  11.9327973123, 0.049, +24.5877760347, 0.165, 0.115, 0.225
0045-000,   4,  0.9, 2019.91, 2019.32, 2020.23,  12.0796744989, 0.090,  +0.2492051112, 0.124, 0.213, 0.374
0046+063,   7, 15.8, 2014.08, 2004.33, 2020.14,  12.2446796850, 0.156,  +6.6684648603, 0.326, 0.194, 0.351
0046+511,   9, 23.7, 2010.39, 1994.61, 2018.35,  12.4082966820, 0.057, +51.4704701041, 0.098, 0.124, 0.159
0046+861,   4, 13.9, 2013.28, 2005.55, 2019.41,  13.1369015699, 1.401, +86.4622923328, 0.081, 0.192, 0.146
0046-315,   5, 17.9, 2013.79, 2002.09, 2019.95,  12.3454203135, 0.182, -31.2742567841, 0.351, 0.272, 0.732
0047+023,  45, 24.7, 2015.42, 1995.54, 2020.26,  12.4301497317, 0.026,  +2.6177162802, 0.050, 0.194, 0.389
0047-051,   4,  5.6, 2017.66, 2014.61, 2020.20,  12.5897282927, 0.039,  -4.8723874895, 0.144, 0.089, 0.192
0047-579,  39, 31.4, 2004.87, 1988.01, 2019.37,  12.4978042751, 0.145, -57.6409277479, 0.073, 0.311, 0.460
0048+447,   5, 23.0, 2013.41, 1996.61, 2019.63,  12.9019739278, 0.136, +44.9933218251, 0.045, 0.110, 0.151
0048-071,   4,  5.6, 2017.67, 2014.61, 2020.20,  12.7842076046, 0.045,  -6.8339525822, 0.089, 0.085, 0.185
0048-097,1913, 39.8, 2002.61, 1981.46, 2021.27,  12.6721557556, 0.005,  -9.4847806367, 0.006, 0.284, 0.401
0048-427, 202, 19.4, 2014.49, 2002.09, 2021.48,  12.7895909346, 0.032, -42.4425814735, 0.048, 0.435, 0.640
0049+003,   5,  2.5, 2018.66, 2017.61, 2020.14,  13.0232041692, 0.175,  +0.5939302115, 0.242, 0.459, 0.545
0049+162,   2,  0.9, 2019.92, 2019.48, 2020.36,  13.1506849911, 0.369, +16.5501229396, 0.022, 0.223, 0.447
0049+437,   5, 22.1, 2008.77, 1996.44, 2018.50,  13.1159411036, 0.095, +44.0484767294, 0.076, 0.113, 0.152
0050-287,   5, 14.2, 2014.57, 2005.55, 2019.72,  13.2189849629, 0.103, -28.4317180192, 0.174, 0.131, 0.330
0051+291,   4,  5.9, 2017.22, 2013.47, 2019.38,  13.4346812283, 0.082, +29.4186389149, 0.127, 0.102, 0.173
0051+679,   4, 23.1, 2011.23, 1995.30, 2018.38,  13.5734238867, 0.166, +68.1864377788, 0.090, 0.315, 0.127
0051+706,   5, 24.0, 2013.08, 1995.30, 2019.32,  13.5736875631, 0.222, +70.8990606093, 0.082, 0.166, 0.116
0051-077,   5, 14.7, 2015.24, 2005.52, 2020.20,  13.4021487764, 0.130,  -7.4582280849, 0.207, 0.167, 0.326
0052+044,   2,  0.8, 2019.80, 2019.41, 2020.20,  13.8259594694, 0.187,  +4.7356900759, 0.419, 0.342, 0.826
0052+076,   2,  0.8, 2019.80, 2019.41, 2020.20,  13.7783137038, 0.197,  +7.9237154776, 0.234, 0.237, 0.496
0052-125,   5, 14.4, 2015.18, 2005.50, 2019.95,  13.7990940865, 0.026, -12.2991937063, 0.154, 0.103, 0.253
0052-201,   5, 12.8, 2012.28, 2005.42, 2018.23,  13.6372853074, 0.104, -19.8836117017, 0.244, 0.142, 0.343
0054+078,   6,  2.7, 2018.93, 2017.47, 2020.20,  14.3281931996, 0.424,  +8.0935873800, 0.710, 0.781, 1.758
