iers_name, num_ses, obs_len, mean_epoch, beg_epoch, end_epoch, mean_ra, sigma_ra, mean_dec, sigma_dec
1146+362,   3, 11.4, 2014.23, 2007.03, 2018.42, 177.3915652778, 0.136, +35.9855819793, 0.033
1146+531,   3,  7.2, 2014.93, 2011.49, 2018.72, 177.2357047077, 0.222, +52.9070340206, 0.123
1146+596,   9, 24.1, 2004.36, 1994.61, 2018.72, 177.2098257157, 0.229, +59.4156617363, 0.085
1146-037,   3, 21.2, 2010.17, 1997.35, 2018.58, 177.2328534959, 0.248,  -4.0693231405, 0.074
1147+067,   3, 12.8, 2013.68, 2005.55, 2018.35, 177.6363711853, 0.091,  +6.5081719792, 0.301
1147+245,  69, 28.4, 2011.65, 1992.27, 2020.69, 177.5800507605, 0.022, +24.2982875735, 0.018
1147+438,   4, 21.8, 2011.72, 1996.43, 2018.23, 177.5691783419, 0.141, +43.5349740043, 0.096
1147+659,   3,  2.5, 2017.22, 2015.92, 2018.42, 177.6439168639, 0.267, +65.6578536736, 0.206
1147-063,   5, 13.2, 2013.61, 2005.36, 2018.58, 177.5999445435, 0.053,  -6.6740475274, 0.166
1147-192,   3, 10.1, 2014.72, 2008.25, 2018.35, 177.6313629522, 0.068, -19.5137635147, 0.120
1148+387,   3,  1.5, 2018.34, 2017.54, 2019.06, 177.8723388840, 0.967, +38.4312150094, 0.596
1148-001,  30, 30.7, 2002.83, 1988.34, 2019.08, 177.6827948537, 0.106,  -0.3983903196, 0.134
1148-171,   3, 20.8, 2010.15, 1997.50, 2018.35, 177.7633485470, 0.254, -17.3999566866, 0.623
1148-671,  17, 28.9, 2007.72, 1990.41, 2019.34, 177.8059438847, 0.181, -67.4697482903, 0.131
1149+324,   3,  1.5, 2018.35, 2017.54, 2019.06, 178.1145344993, 0.046, +32.1664920909, 0.150
1149+499,   4, 15.9, 2013.21, 2002.37, 2018.27, 178.1369627510, 0.042, +49.6607688543, 0.086
1149-084, 478, 23.3, 2015.04, 1997.35, 2020.64, 178.0717062939, 0.008,  -8.6842538720, 0.027
1150+095,   3, 22.8, 2010.34, 1995.54, 2018.35, 178.3023004142, 0.120,  +9.2339663564, 0.308
1150+334,   3, 12.9, 2013.73, 2005.52, 2018.44, 178.2162924759, 0.179, +33.1218788718, 0.144
1150+365,   2,  0.9, 2017.99, 2017.54, 2018.44, 178.3612623262, 0.002, +36.2906361645, 0.358
1150+497,  50, 30.5, 2008.94, 1990.11, 2020.59, 178.3519443504, 0.052, +49.5191194797, 0.039
1150+812,  84, 31.9, 1998.90, 1987.49, 2019.37, 178.3020798479, 1.632, +80.9747651395, 0.215
1150-050,   3, 13.1, 2012.90, 2005.52, 2018.58, 178.2312148291, 0.044,  -5.3301485740, 0.138
1150-108,   3, 21.0, 2010.11, 1997.35, 2018.38, 178.3429738397, 0.124, -11.0868299677, 0.407
1150-834,   1,  0.0, 2019.12, 2019.12, 2019.12, 178.2217589221, 0.000, -83.7359559332, 0.000
1151+102,   3, 22.8, 2010.34, 1995.54, 2018.35, 178.4521973925, 0.050,  +9.9319133696, 0.135
1151+126,   3,  6.8, 2015.70, 2011.59, 2018.35, 178.5433638193, 0.114, +12.4193762429, 0.343
1151+408,   3, 21.8, 2010.65, 1996.43, 2018.27, 178.4777455910, 0.195, +40.6146164696, 0.125
1151+598,   2,  5.7, 2015.88, 2013.03, 2018.73, 178.5056925770, 0.164, +59.5817221297, 0.130
1151-324,   4, 16.6, 2013.12, 2002.09, 2018.73, 178.5256932971, 0.145, -32.7119392592, 0.379
1151-348,   6, 16.6, 2012.15, 2002.09, 2018.73, 178.5907796575, 0.762, -35.0914061930, 2.803
1152+462,   3, 21.7, 2010.73, 1996.61, 2018.27, 178.7958708622, 0.198, +45.9276748377, 0.179
1152-295,   3,  3.4, 2017.06, 2015.31, 2018.73, 178.8135921006, 0.115, -29.8317674514, 0.731
1152-308,   5, 16.6, 2010.97, 2002.09, 2018.73, 178.7631570129, 0.113, -31.1329799978, 0.192
1153-100,   3, 12.8, 2012.84, 2005.55, 2018.38, 178.9397973846, 0.075, -10.2978461208, 0.630
1153-119,   3, 21.0, 2010.11, 1997.35, 2018.38, 178.9034141055, 0.054, -12.2765291392, 0.438
1154+069,   3, 11.3, 2014.18, 2007.03, 2018.35, 179.2527188309, 0.437,  +6.6868303446, 0.757
1154+815,   2,  0.6, 2018.75, 2018.44, 2019.06, 179.3031725970,10.408, +81.3066609800, 0.794
1155+169,   5, 22.4, 2006.24, 1996.00, 2018.38, 179.3951511457, 0.066, +16.6499027946, 0.061
1155+186,   1,  0.0, 2019.48, 2019.48, 2019.48, 179.5845198724, 0.000, +18.3636819460, 0.000
1155+251,  17, 18.5, 1998.89, 1990.79, 2009.29, 179.6074480467, 0.176, +24.8383233232, 0.197
1155+486,   3, 21.7, 2010.73, 1996.61, 2018.27, 179.6115396360, 0.129, +48.4211748476, 0.061
1156+101,   4, 12.9, 2012.96, 2005.52, 2018.38, 179.7994450564, 0.041,  +9.9130521959, 0.178
1156+295,1730, 33.1, 2004.78, 1987.50, 2020.63, 179.8826413050, 0.004, +29.2455074397, 0.004
1156-094,  14, 25.9, 2005.39, 1991.66, 2017.55, 179.8029655497, 0.119,  -9.6811247425, 0.182
1156-214,   9, 11.3, 2016.81, 2008.25, 2019.56, 179.8393022135, 0.081, -21.7124758589, 0.150
1156-215,   2,  1.8, 2019.61, 2018.73, 2020.50, 179.7949388433, 1.094, -21.8346317767, 2.834
1156-221,   5, 21.2, 2009.09, 1997.50, 2018.73, 179.7969469870, 0.142, -22.4769168513, 0.329
1156-663,  33, 15.6, 2011.88, 2003.64, 2019.28, 179.8262726260, 0.206, -66.5942853249, 0.070
1157+014,   6,  1.9, 2017.03, 2016.53, 2018.38, 179.9367827237, 0.067,  +1.2019400860, 0.105
1157+532,   4, 13.2, 2011.45, 2005.52, 2018.73, 180.0474345347, 0.115, +53.0130215053, 0.183
1157-011,   3,  1.6, 2019.27, 2018.58, 2020.23, 179.9207123254, 0.458,  -1.4523367316, 0.453
1157-215,   5, 21.3, 2009.15, 1997.50, 2018.84, 179.9662754841, 0.058, -21.8149188438, 0.239
1158+007,   5, 12.8, 2013.82, 2005.55, 2018.38, 180.3468781677, 0.068,  +0.4745322727, 0.060
1159+148,   4, 12.9, 2011.90, 2005.52, 2018.38, 180.4344535644, 0.091, +14.5267916588, 0.214
1159+450,   2,  0.6, 2018.00, 2017.68, 2018.33, 180.5360940643, 0.012, +44.7395764309, 0.170
1200+028,   4,  1.6, 2017.55, 2016.74, 2018.38, 180.7303175306, 0.054,  +2.5907340659, 0.218
1200+045,   3, 11.4, 2014.24, 2007.07, 2018.42, 180.8413958876, 0.376,  +4.2386372524, 0.078
1200+068,   6, 22.9, 2012.42, 1995.54, 2018.42, 180.7542193914, 0.131,  +6.5782049156, 0.128
1200+115,   1,  0.0, 2019.48, 2019.48, 2019.48, 180.8040881514, 0.000, +11.3048165288, 0.000
1200+468,   4, 21.7, 2009.96, 1996.61, 2018.33, 180.8824910714, 0.119, +46.5487659744, 0.183
1200+483,   3, 16.0, 2012.67, 2002.37, 2018.33, 180.8743875844, 0.079, +48.0537850207, 0.059
1200+608,   4, 11.5, 2014.33, 2006.96, 2018.42, 180.7646130425, 0.074, +60.5219897161, 0.049
1200-051,   3, 21.3, 2010.13, 1997.35, 2018.61, 180.6426036301, 0.033,  -5.4673587192, 0.079
1201+454,   2,  0.3, 2018.48, 2018.33, 2018.64, 180.8974813193, 0.814, +45.1804346717, 0.091
1201-041,   2,  0.4, 2018.80, 2018.61, 2018.99, 181.0083357831, 0.113,  -4.3792118028, 1.370
1201-068,   4,  2.3, 2017.50, 2016.30, 2018.61, 181.0694362391, 0.116,  -7.1691681718, 0.155
1202+492,   2,  0.7, 2018.02, 2017.68, 2018.35, 181.1507478768, 0.272, +48.9483210837, 0.281
1202-262,   5, 21.3, 2009.15, 1997.50, 2018.84, 181.3883845579, 0.116, -26.5679066316, 0.139
1203+109,   1,  0.0, 2018.38, 2018.38, 2018.38, 181.4836956070, 0.000, +10.7149654339, 0.000
1204+057,   4, 24.5, 2012.81, 1995.54, 2020.05, 181.7417776562, 0.102,  +5.4978461704, 0.073
1204+124,   7, 22.8, 2005.87, 1995.54, 2018.38, 181.8026022293, 0.054, +12.1960683256, 0.203
1204+281,   3, 22.2, 2009.66, 1996.37, 2018.61, 181.8662519626, 0.097, +27.9163471471, 0.054
1204+399,   6, 24.1, 2013.25, 1996.43, 2020.53, 181.6543890874, 0.092, +39.6843741954, 0.134
1204-267,   4, 13.3, 2014.03, 2005.52, 2018.84, 181.8681342396, 0.091, -27.0528015021, 0.277
1204-613,   2,  0.0, 2015.35, 2015.34, 2015.35, 181.7145693252, 4.394, -61.6490992169, 0.792
1205+011,   3, 12.9, 2013.73, 2005.55, 2018.42, 182.1402264443, 0.105,  +0.9060897490, 0.095
1205+545,   3, 24.1, 2009.31, 1994.61, 2018.73, 182.1145820628, 0.529, +54.2220883669, 0.072
1205-008,   5, 14.3, 2013.54, 2004.35, 2018.61, 181.9236567170, 0.079,  -1.1101918116, 0.183
1205-043,   1,  0.0, 2019.02, 2019.02, 2019.02, 182.0099249182, 0.000,  -4.5925067494, 0.000
1205-140,   2,  3.8, 2016.49, 2014.59, 2018.38, 182.0970652595, 0.019, -14.3617452747, 0.074
1206+416,   2, 21.9, 2007.39, 1996.43, 2018.35, 182.3449499646, 0.022, +41.3281584373, 0.029
1206+43C,   1,  0.0, 2018.35, 2018.35, 2018.35, 182.3067124785, 0.000, +43.6558088918, 0.000
1206+549,   3, 24.2, 2009.35, 1994.61, 2018.84, 182.2260684349, 0.088, +54.6994898217, 0.171
1206-202,  10, 21.7, 2013.82, 1997.50, 2019.22, 182.3108790927, 0.116, -20.5441639070, 0.144
1206-238,  11, 22.2, 2013.58, 1997.50, 2019.70, 182.2601879256, 0.066, -24.1057664606, 0.090
1206-399,   5, 29.5, 2003.23, 1988.96, 2018.44, 182.3968485974, 0.260, -40.2703054532, 0.226
1207+260,   3, 22.2, 2009.66, 1996.37, 2018.61, 182.4378964141, 0.169, +25.7843694021, 0.101
1207-120,   3, 11.4, 2013.30, 2007.03, 2018.42, 182.5173505523, 0.933, -12.2958182113, 1.304
1207-319,   5, 16.6, 2011.04, 2002.09, 2018.73, 182.4168526730, 0.115, -32.2480854343, 0.148
1208+186,   4, 22.4, 2006.96, 1996.00, 2018.42, 182.7778678008, 0.106, +18.3428564278, 0.105
1208-269,   3,  4.3, 2016.90, 2014.60, 2018.88, 182.7260463749, 0.305, -27.1927405620, 0.744
1209-191,   4, 20.9, 2007.00, 1997.50, 2018.42, 182.9905763570, 0.690, -19.4354610660, 0.151
1209-220,   6, 22.0, 2010.90, 1997.50, 2019.54, 183.0154065871, 0.143, -22.3643090945, 0.172
1210+134,   2,  1.2, 2017.83, 2017.24, 2018.42, 183.3840435544, 0.087, +13.1224734865, 0.351
1210+197,   7, 22.6, 2010.33, 1996.00, 2018.64, 183.2337330451, 0.098, +19.4297268244, 0.048
1210-097,   3, 21.1, 2010.07, 1997.35, 2018.42, 183.3455953171, 0.008, -10.0570188601, 0.272
1210-246,   3,  6.8, 2016.09, 2012.11, 2018.92, 183.3736895666, 0.348, -24.8869934952, 0.186
1211+029,   3,  0.9, 2018.52, 2018.14, 2018.99, 183.5959450068, 0.158,  +2.7146767151, 0.227
1211+334,   3, 22.1, 2010.70, 1996.37, 2018.50, 183.5171490336, 0.138, +33.1626652357, 0.082
1211-167,   2,  5.0, 2015.94, 2013.47, 2018.42, 183.4323667756, 1.493, -16.9824353107, 1.700
1212+078,   3,  0.9, 2018.52, 2018.14, 2018.99, 183.7957371350, 0.288,  +7.5346311278, 0.314
1212+087,   5, 22.9, 2011.31, 1995.54, 2018.44, 183.7496381587, 0.050,  +8.4895882483, 0.099
1212+171,  85, 24.1, 2013.22, 1996.00, 2020.08, 183.7665797772, 0.022, +16.9105435752, 0.027
1212+177,   3,  4.0, 2016.69, 2014.41, 2018.42, 183.8113333828, 0.603, +17.5006260068, 1.975
1212+467,   2,  0.1, 2018.30, 2018.26, 2018.35, 183.7914267774, 0.150, +46.4541964761, 0.208
1212-061,   2,  0.3, 2018.83, 2018.67, 2018.99, 183.8099753120, 0.244,  -6.4677587503, 0.243
1212-092,   4,  1.2, 2018.69, 2018.06, 2019.25, 183.6583107610, 0.272,  -9.5597504931, 0.207
1213+097,   3,  5.4, 2016.23, 2013.03, 2018.44, 184.0258760442, 0.035,  +9.4860024739, 0.227
1213+350,  54, 27.7, 2006.47, 1990.83, 2018.50, 183.9816710183, 0.043, +34.8042279811, 0.046
1213-102,   3, 21.1, 2010.07, 1997.35, 2018.44, 184.1016775193, 0.159, -10.5543389681, 0.063
1213-172, 310, 33.5, 2014.36, 1987.12, 2020.65, 183.9447990092, 0.011, -17.5292786685, 0.013
1214+588,   3, 24.2, 2009.30, 1994.61, 2018.84, 184.2959118270, 0.498, +58.5906239992, 0.159
1214-609,   2,  0.3, 2017.77, 2017.64, 2017.90, 184.2734517247, 0.511, -61.2237300574, 0.592
1215+113,   4, 14.1, 2013.60, 2004.33, 2018.44, 184.6087178463, 0.039, +11.0847950995, 0.154
1215+303,  77, 28.9, 2012.09, 1991.48, 2020.35, 184.4670081961, 0.023, +30.1168432950, 0.020
1215+333,   3,  1.8, 2018.24, 2017.24, 2018.99, 184.3855910325, 0.620, +33.0938975674, 0.496
1215+521,   2,  0.6, 2018.55, 2018.26, 2018.84, 184.4027509509, 1.280, +51.9195272133, 0.026
1215-002,   4, 21.3, 2010.96, 1997.35, 2018.67, 184.4947043195, 0.069,  -0.4961944235, 0.109
1215-457,  10, 28.5, 2012.47, 1990.74, 2019.24, 184.5260435621, 1.660, -46.0080531210, 2.538
1216+061,   4, 14.3, 2011.74, 2004.17, 2018.50, 184.8467337620, 0.114,  +5.8249166462, 0.145
1216+179,   3,  5.2, 2016.35, 2013.28, 2018.44, 184.6941854597, 0.210, +17.6381301497, 0.304
1216+487,  31, 30.9, 2000.04, 1987.50, 2018.38, 184.7767281291, 0.041, +48.4989346626, 0.036
1216+640,   4, 14.6, 2013.54, 2003.82, 2018.42, 184.7940962623, 0.448, +63.7363105573, 0.101
1216-010,   4, 21.3, 2011.46, 1997.35, 2018.67, 184.6455409180, 0.055,  -1.3317617153, 0.103
1216-217,   3,  4.0, 2017.04, 2014.97, 2018.92, 184.7447385662, 0.085, -21.9961668344, 0.460
1217+023,   9, 24.2, 2009.83, 1995.54, 2019.79, 185.0495192066, 0.068,  +2.0617291029, 0.163
1217+295,   2,  4.2, 2016.51, 2014.41, 2018.61, 185.0284391141, 0.042, +29.2807536551, 0.192
1217+348,   3, 22.1, 2010.74, 1996.37, 2018.51, 185.0345589249, 0.096, +34.5227064920, 0.162
1217+662,   3, 12.9, 2012.85, 2005.52, 2018.44, 184.8991429475, 0.275, +66.0088461174, 0.104
1217+713,   6, 23.1, 2007.02, 1995.30, 2018.38, 185.0151183779, 0.181, +71.0919815397, 0.062
1217-088,   4,  1.2, 2018.86, 2018.06, 2019.25, 185.0402048970, 0.127,  -9.1598243943, 0.197
1217-266,   5,  4.6, 2017.12, 2014.92, 2019.54, 185.0716049200, 0.062, -26.8964919687, 0.099
1217-273,   1,  0.0, 2020.52, 2020.52, 2020.52, 185.1381681661, 0.000, -27.6002172775, 0.000
1217-558,   2,  0.2, 2017.99, 2017.90, 2018.07, 185.1098116173, 0.161, -56.0784926708, 0.396
1218+339,   4, 11.0, 2014.43, 2007.48, 2018.51, 185.1411479871, 0.140, +33.7200077393, 0.246
1218+384,   4, 22.1, 2011.67, 1996.43, 2018.51, 185.2467887292, 0.033, +38.1488074771, 0.023
1218+444,   2, 21.8, 2007.49, 1996.61, 2018.38, 185.3626860325, 0.121, +44.1915756498, 0.266
1218-024,   3, 21.4, 2010.17, 1997.35, 2018.72, 185.3497549022, 0.080,  -2.6971136480, 0.085
1218-082,   7,  1.2, 2018.72, 2018.06, 2019.25, 185.1889745410, 0.148,  -8.5190294309, 0.168
1218-341,   3,  8.0, 2015.59, 2010.88, 2018.84, 185.2574640942, 0.155, -34.3884171784, 0.711
1219+044,1426, 29.3, 2002.48, 1991.33, 2020.68, 185.5939567596, 0.006,  +4.2210489000, 0.010
1219+285,  31, 28.2, 1998.07, 1980.57, 2008.75, 185.3820438505, 0.077, +28.2329166967, 0.068
1219-036,   1,  0.0, 2019.02, 2019.02, 2019.02, 185.4545510262, 0.000,  -3.9690992084, 0.000
1219-164,   3, 11.4, 2013.30, 2007.03, 2018.44, 185.5670783321, 0.118, -16.7652448584, 0.533
1220+107,   1,  0.0, 2020.02, 2020.02, 2020.02, 185.7867337747, 0.000, +10.4836072331, 0.000
1221+071,   4, 23.0, 2011.44, 1995.54, 2018.50, 185.9776013013, 0.041,  +6.8340478531, 0.098
1221+248,   2,  0.4, 2018.80, 2018.61, 2018.99, 186.1007751750, 1.008, +24.6065280979, 2.754
1221+405,   3,  1.3, 2018.37, 2017.68, 2018.99, 186.1009767239, 0.639, +40.2529086593, 0.338
1221+464,   3, 21.8, 2009.31, 1996.61, 2018.38, 185.9139027423, 0.193, +46.1885007437, 0.208
1221+484,   2,  5.5, 2015.68, 2012.93, 2018.42, 185.9926277966, 0.092, +48.2160178594, 0.309
1221+503,   1,  0.0, 2018.84, 2018.84, 2018.84, 186.0413273956, 0.000, +50.0320784428, 0.000
1221+809, 105, 30.2, 2011.10, 1990.36, 2020.57, 185.9187239483, 0.076, +80.6678723382, 0.012
1221-829,  27, 27.7, 2016.01, 1990.41, 2018.07, 186.2265939970, 0.377, -83.2194727698, 0.048
1222+037,  47, 32.3, 1996.84, 1986.20, 2018.50, 186.2184247569, 0.056,  +3.5139702018, 0.082
1222+216,   8, 22.7, 2009.25, 1996.00, 2018.67, 186.2269100141, 0.055, +21.3795523498, 0.072
1222+438,   2, 22.0, 2007.43, 1996.43, 2018.42, 186.2146054737, 0.054, +43.5886908649, 0.003
1222+848,   2, 12.3, 2012.28, 2006.13, 2018.44, 185.8511884236, 3.007, +84.6041678232, 0.335
1222-293,   1,  0.0, 2020.52, 2020.52, 2020.52, 186.2555185862, 0.000, -29.6387739933, 0.000
1223+395,   4, 22.1, 2011.67, 1996.43, 2018.51, 186.4607042428, 0.519, +39.2396349178, 0.534
1223-074,   2,  0.1, 2018.68, 2018.64, 2018.72, 186.5674617063, 0.040,  -7.6808434545, 0.769
1223-188,   3, 10.2, 2011.69, 2008.25, 2018.44, 186.6469873757, 0.052, -19.0773704133, 0.187
1224+141,   1,  0.0, 2020.02, 2020.02, 2020.02, 186.6400211722, 0.000, +13.8675404758, 0.000
1224+439,   2, 12.9, 2011.97, 2005.52, 2018.42, 186.7412663091, 0.541, +43.6829031578, 0.274
1224-132,   3, 12.9, 2012.79, 2005.50, 2018.44, 186.7267447240, 0.119, -13.4774961863, 0.394
1224-443,   3, 14.1, 2012.26, 2004.33, 2018.44, 186.8611778635, 0.087, -44.6106515431, 0.620
1225+028,   4, 13.0, 2013.94, 2005.52, 2018.51, 187.0802360677, 0.074,  +2.5414991234, 0.097
1225+317,   3, 22.2, 2009.79, 1996.37, 2018.57, 187.1040249478, 0.114, +31.4771191806, 0.050
1225+368,   3, 22.1, 2009.81, 1996.43, 2018.57, 186.9946897780, 0.306, +36.5866186329, 0.043
1225+498,   3, 12.9, 2012.67, 2005.55, 2018.44, 186.9821863334, 0.063, +49.5489016983, 0.214
1225-083,   2,  0.0, 2019.24, 2019.22, 2019.25, 187.0848114413, 0.006,  -8.6368580316, 0.094
1225-088,   2,  0.1, 2018.68, 2018.64, 2018.72, 187.0727431400, 2.188,  -9.0773800946, 1.341
1226+023,1183, 40.8, 1988.61, 1979.59, 2020.40, 187.2779155386, 0.032,  +2.0523883695, 0.044
1226+373, 248, 29.3, 2013.18, 1991.33, 2020.60, 187.1975986566, 0.015, +37.1033599558, 0.014
1226+492,   3, 21.8, 2009.69, 1996.61, 2018.44, 187.2156994471, 0.091, +48.9670252138, 0.119
1226+638,   3, 23.1, 2009.45, 1995.30, 2018.44, 187.2751087815, 0.261, +63.5836066819, 0.193
1226-028,   8, 21.4, 2005.93, 1997.29, 2018.73, 187.1538220966, 0.085,  -3.0775865849, 0.138
1227+255,  10, 24.2, 2014.29, 1996.37, 2020.61, 187.5587056208, 0.082, +25.3019822709, 0.069
1227+274,   2,  6.4, 2015.48, 2012.30, 2018.67, 187.3926998596, 0.165, +27.1989937858, 0.127
1227+587,   3, 24.3, 2009.31, 1994.61, 2018.88, 187.5294053562, 0.119, +58.5021562944, 0.021
1228+045,   4, 23.0, 2011.45, 1995.54, 2018.51, 187.8649411596, 0.037,  +4.3005248250, 0.125
1228+126,2109, 34.5, 2008.42, 1986.20, 2020.67, 187.7059307648, 0.005, +12.3911232496, 0.006
1228-008,   3,  4.6, 2017.41, 2014.44, 2019.06, 187.7304010366, 0.253,  -1.1472364752, 0.260
1228-113,   3, 21.2, 2005.06, 1997.35, 2018.50, 187.7314833455, 0.367, -11.6527211792, 0.099
1228-310,   5, 16.8, 2008.94, 2002.09, 2018.84, 187.6872194901, 0.234, -31.3564755048, 0.874
1228-352,   4,  6.4, 2016.88, 2012.64, 2018.99, 187.8189257141, 0.549, -35.5552534903, 1.783
1229+184,   1,  0.0, 2020.02, 2020.02, 2020.02, 188.0575386244, 0.000, +18.1573339562, 0.000
1229+645,   2,  2.7, 2017.06, 2015.69, 2018.44, 187.8808116911, 3.369, +64.2384110004, 2.171
1229-021,   3, 21.4, 2010.17, 1997.35, 2018.73, 188.0000667051, 0.078,  -2.4013317647, 0.095
1229-099,   7, 13.7, 2016.29, 2005.52, 2019.25, 188.0660827159, 0.071, -10.2569916454, 0.041
1229-123,   2,  3.9, 2016.55, 2014.60, 2018.50, 187.9594414754, 1.030, -12.6102915580, 1.447
1229-319,   1,  0.0, 2020.52, 2020.52, 2020.52, 187.9529220166, 0.000, -32.2204979227, 0.000
1230+486,   3, 21.8, 2009.69, 1996.61, 2018.44, 188.1449482963, 0.084, +48.3591502128, 0.081
1230-101,   4, 21.7, 2012.38, 1997.35, 2019.06, 188.3048536130, 0.059, -10.4217882036, 0.209
1230-183,   2,  3.9, 2016.55, 2014.60, 2018.50, 188.1793100684, 0.266, -18.6016274146, 0.571
1231+481,   3, 21.8, 2009.69, 1996.61, 2018.44, 188.5555449721, 0.057, +47.8975658045, 0.212
1231+811,   4, 12.4, 2011.56, 2006.13, 2018.50, 188.3037212258, 0.675, +80.9094367303, 0.333
1232+366,   4, 22.1, 2010.35, 1996.43, 2018.57, 188.7741936663, 0.115, +36.3553670398, 0.108
1232-338,   3,  9.1, 2015.25, 2009.77, 2018.84, 188.6921671693, 0.189, -34.1497376831, 0.112
1233+128,   3,  4.0, 2016.73, 2014.41, 2018.44, 188.9158638222, 0.279, +12.5563418587, 0.499
1233+527,   1,  0.0, 2020.38, 2020.38, 2020.38, 188.8773300773, 0.000, +52.4743762676, 0.000
1234-504,   3, 26.0, 2004.86, 1992.39, 2018.35, 189.3134978374, 3.509, -50.7731043822, 1.628
1235+076,   4, 23.0, 2011.45, 1995.54, 2018.51, 189.5101901416, 0.065,  +7.3893936294, 0.190
1235+196,   5, 22.4, 2008.48, 1996.00, 2018.44, 189.4017514592, 0.103, +19.4112833802, 0.071
1235+208,   3, 13.2, 2012.93, 2005.52, 2018.67, 189.4857956522, 0.101, +20.5719026815, 0.114
1235-197,   2,  3.9, 2016.56, 2014.60, 2018.51, 189.6016225799, 0.178, -19.9871345969, 0.182
1236+049,   3, 23.0, 2009.49, 1995.54, 2018.51, 189.8864819249, 0.039,  +4.7181203801, 0.148
1236+077, 107, 27.2, 2011.95, 1993.30, 2020.48, 189.8524513712, 0.017,  +7.5047747449, 0.018
1236-066,   1,  0.0, 2019.02, 2019.02, 2019.02, 189.6603596825, 0.000,  -6.9367147639, 0.000
1236-381,   5, 16.8, 2008.53, 2002.09, 2018.88, 189.7197149258, 0.093, -38.4324954498, 0.147
1236-684,  14, 28.8, 2007.54, 1990.41, 2019.19, 189.9443806229, 0.342, -68.7585812977, 0.208
1237+246,   1,  0.0, 2018.72, 2018.72, 2018.72, 190.0380123672, 0.000, +24.4253389281, 0.000
1237-101,  64, 24.4, 2006.75, 1994.12, 2018.51, 189.9294228172, 0.062, -10.3913035167, 0.046
1237-113,   9, 22.6, 2002.51, 1995.95, 2018.51, 189.9976328113, 0.330, -11.6230544943, 0.418
1238+243,   3, 22.3, 2009.90, 1996.37, 2018.72, 190.1999371273, 0.782, +24.0872641144, 1.160
1238+702,   3, 23.1, 2006.90, 1995.30, 2018.44, 190.1445848384, 0.183, +69.9751695351, 0.167
1238-110,   4,  3.9, 2018.09, 2015.31, 2019.25, 190.1555918921, 0.063, -11.3568909306, 0.060
1239+376,  14, 23.5, 2005.64, 1996.23, 2019.75, 190.5408849044, 0.072, +37.3349145694, 0.234
1239+552,   3, 11.0, 2013.75, 2007.93, 2018.88, 190.3654324771, 0.206, +54.9719589479, 0.438
1239+606,   9, 23.9, 2006.25, 1994.61, 2018.50, 190.3732944563, 0.284, +60.3448116168, 0.147
1240+367,   3,  0.4, 2018.76, 2018.58, 2018.99, 190.8030677929, 0.146, +36.4622213778, 0.286
1240+381,  50, 25.8, 2011.13, 1994.21, 2020.06, 190.7140377903, 0.048, +37.8500070340, 0.039
1240-294,   4, 14.6, 2013.86, 2004.33, 2018.92, 190.7944247120, 0.163, -29.7229180371, 0.177
1241+166,   3, 10.9, 2013.36, 2007.58, 2018.50, 190.9902050301, 0.076, +16.3814980802, 0.171
1241+176,   3, 12.5, 2011.68, 2005.95, 2018.50, 191.0451039852, 0.169, +17.3512512610, 0.308
1241+735,   3,  5.6, 2016.15, 2012.76, 2018.38, 190.7967379503, 0.158, +73.2664583170, 0.050
1241+749,   4, 23.1, 2011.35, 1995.30, 2018.38, 190.9376388328, 0.144, +74.7103096614, 0.044
1241-262,   4, 12.5, 2013.97, 2005.52, 2018.05, 191.0610080889, 0.155, -26.5569444964, 0.190
1242+410,   3, 22.1, 2009.65, 1996.43, 2018.50, 191.2049482095, 0.260, +40.8017118133, 0.357
1242+574,   4,  3.3, 2017.66, 2015.69, 2018.99, 191.2916647623, 0.136, +57.1651039830, 0.195
1242-044,   1,  0.0, 2018.84, 2018.84, 2018.84, 191.2042778498, 0.000,  -4.7691489917, 0.000
1243+014,   2,  0.4, 2018.78, 2018.57, 2018.99, 191.5105691076, 0.152,  +1.2218964998, 0.257
1243+440,   3,  1.3, 2018.39, 2017.68, 2018.99, 191.4999994296, 0.559, +43.7741594037, 0.647
1243-072, 396, 32.6, 2014.80, 1988.04, 2020.69, 191.5176338041, 0.010,  -7.5129374048, 0.012
1243-160, 212, 23.2, 2016.86, 1997.50, 2020.67, 191.4739261005, 0.019, -16.2793625841, 0.050
1243-412,   2,  3.5, 2016.70, 2014.97, 2018.44, 191.4901300925, 1.058, -41.4792196640, 1.434
1244+324,   3,  0.9, 2018.59, 2018.14, 2019.06, 191.8365428672, 0.517, +32.1501869527, 0.274
1244-255, 356, 33.4, 2011.24, 1987.22, 2020.65, 191.6950084875, 0.017, -25.7970247558, 0.019
1245+676,   3, 11.5, 2013.48, 2006.96, 2018.50, 191.8888735651, 0.226, +67.3879024136, 0.175
1245+710,   4, 11.4, 2014.29, 2007.03, 2018.38, 191.7814691794, 0.268, +70.7792003660, 0.063
1245+716,   2,  3.5, 2016.67, 2014.92, 2018.42, 191.7888659353, 0.740, +71.4055608585, 0.304
1245-062,   5, 21.5, 2012.15, 1997.35, 2018.84, 192.0957319322, 0.058,  -6.5360605747, 0.206
1245-197,   4, 21.1, 2007.08, 1997.50, 2018.57, 192.0995753225, 0.417, -19.9884971438, 0.886
