iers_name, num_cln, num_outl, outl_ra, outl_dec, ra, dec, pmra, pmdec, pmra_err, pmdec_err, pmra_pmdec_cor
0054+161, 120,  43,  29,  30,  14.230,  16.420,  +0.02952,  +0.00031, 0.01145, 0.01439, 0.08678
0054-006,   3,   3,   1,   3,  14.321,  -0.409,,,,,
0055+060,   2,   3,   2,   1,  14.641,   6.335,,,,,
0055+300,  17,   7,   6,   3,  14.454,  30.352,  -0.02366,  -0.01248, 0.00924, 0.00960, 0.20217
0055-059,  90,  40,  28,  26,  14.521,  -5.665,  -0.02325,  +0.00239, 0.01115, 0.01715,-0.03784
0056-001,  17,   3,   3,   0,  14.773,   0.114,  +0.01596,  -0.05060, 0.01774, 0.02691,-0.38951
0056-572,   3,  13,  13,   6,  14.694, -56.987,,,,,
0059+163,   5,   0,   0,   0,  15.490,  16.661,  -0.00819,  -0.04428, 0.03636, 0.13774,-0.34030
0059+581,2245, 581, 414, 405,  15.691,  58.403,  -0.00078,  -0.00294, 0.00057, 0.00065, 0.01898
0103+057,   1,   4,   4,   4,  16.497,   6.016,,,,,
0103+127,   4,   1,   0,   1,  16.639,  13.001,,,,,
0104-275,   8,   3,   1,   2,  16.609, -27.303,  -0.00888,  +0.01533, 0.02442, 0.04971,-0.08053
0104-408,1252, 395, 292, 285,  16.688, -40.572,  +0.00042,  -0.00665, 0.00137, 0.00218, 0.05598
0106+013,1268, 626, 409, 418,  17.162,   1.583,  +0.00739,  -0.01049, 0.00133, 0.00283,-0.07760
0107-610,  41,  10,   7,   7,  17.314, -60.830,  +0.00823,  -0.02825, 0.01268, 0.02354, 0.10124
0108+388,   5,   8,   4,   5,  17.905,  39.108,  +0.01331,  +0.01286, 0.05726, 0.06534, 0.08129
0109+224, 131,  36,  28,  21,  18.024,  22.744,  +0.00062,  -0.00318, 0.00366, 0.00532,-0.00822
0110+495,  50,  17,  10,  13,  18.363,  49.807,  -0.00422,  +0.00535, 0.00579, 0.00727,-0.12291
0110-668,  12,   1,   1,   1,  18.079, -66.579,  +0.07693,  -0.09858, 0.04636, 0.07319, 0.26625
0111+021, 266,  26,  20,  16,  18.430,   2.371,  +0.01417,  +0.01233, 0.00188, 0.00225,-0.34203
0112-017,  30,   7,   5,   4,  18.821,  -1.451,  -0.01935,  +0.00347, 0.00686, 0.00829,-0.40243
0113-118,  19,  14,  11,  10,  19.052, -11.604,  +0.02272,  -0.09420, 0.01064, 0.01691,-0.36889
0113-283,   4,   3,   1,   2,  18.850, -28.082,,,,,
0114+140,   7,   0,   0,   0,  19.355,  14.303,  +0.01425,  -0.04982, 0.05777, 0.06527,-0.12096
0115-214, 236,  78,  59,  58,  19.453, -21.185,  -0.00714,  -0.00642, 0.00979, 0.01212, 0.01142
0116+319,   2,   3,   3,   0,  19.896,  32.181,,,,,
0116-219,  55,  37,  28,  26,  19.739, -21.692,  +0.02305,  -0.00677, 0.01209, 0.01701, 0.12266
0118-272,  23,   2,   2,   0,  20.132, -27.024,  -0.09020,  +0.05774, 0.04786, 0.06055,-0.07873
0119+041,1399, 437, 299, 304,  20.487,   4.374,  -0.00913,  -0.01939, 0.00133, 0.00205,-0.28207
0119+115,1281, 362, 238, 238,  20.423,  11.831,  +0.01172,  +0.04089, 0.00111, 0.00182,-0.31480
0119+247,   6,   0,   0,   0,  20.662,  25.042,  +0.00825,  -0.00131, 0.01510, 0.03264,-0.11693
0122-003,  10,   1,   1,   0,  21.370,  -0.099,  +0.03496,  +0.00100, 0.01635, 0.03326,-0.13283
0122-514,   9,   1,   1,   0,  21.239, -51.221,  +0.16407,  -0.09966, 0.12577, 0.31683, 0.32328
0123+257,  28,   8,   4,   7,  21.678,  25.984,  +0.01075,  +0.00236, 0.01542, 0.02768, 0.07530
0127+084,   6,   0,   0,   0,  22.615,   8.713,  -0.02153,  -0.03356, 0.01481, 0.02753,-0.03333
0127+145,   3,   4,   0,   4,  22.481,  14.780,,,,,
0130-171,  33,   8,   5,   5,  23.181, -16.913,  -0.00339,  +0.07421, 0.03662, 0.04805, 0.30888
0130-447,   0,   5,   5,   4,  23.254, -44.512,,,,,
0131-522, 262, 214, 162, 159,  23.274, -52.001,  -0.03575,  +0.01097, 0.00669, 0.01134, 0.25787
0132-389,   2,   3,   1,   3,  23.633, -38.726,,,,,
0133+476,1651, 453, 325, 295,  24.244,  47.858,  +0.00499,  -0.00062, 0.00078, 0.00094,-0.00561
0134+311, 298,  81,  69,  43,  24.286,  31.377,  +0.00930,  +0.01627, 0.00604, 0.00896, 0.05721
0134+329,  14,  22,  10,  17,  24.422,  33.160,  +0.14055,  +0.20238, 0.25187, 0.22323, 0.10388
0135-247,  31,   9,   5,   7,  24.410, -24.515,  +0.00782,  +0.01279, 0.01892, 0.02767,-0.04967
0136+176,   3,   2,   2,   0,  24.925,  17.885,,,,,
0136-059,   7,   0,   0,   0,  24.716,  -5.669,  +0.02841,  -0.02827, 0.02469, 0.04981, 0.07184
0137+012,  20,  13,   9,   9,  24.989,   1.529,  -0.03872,  +0.08037, 0.05389, 0.06771,-0.07159
0138-097,  52,  34,  27,  26,  25.358,  -9.479,  -0.00264,  -0.01102, 0.00865, 0.01324,-0.05961
0142-278,   7,   6,   4,   4,  26.264, -27.560,  +0.00078,  +0.09048, 0.02760, 0.06233,-0.00506
0144+209,   5,   0,   0,   0,  26.745,  21.173,  -0.01926,  +0.03588, 0.07221, 0.09311,-0.73290
0144+584,   6,   2,   1,   2,  26.944,  58.679,  -0.01612,  +0.05549, 0.07131, 0.08977, 0.07060
0146+056,  48,   6,   2,   4,  27.343,   5.932,  -0.02612,  -0.06609, 0.01003, 0.01475,-0.51276
0148+274,  23,   1,   1,   1,  27.863,  27.745,  +0.00680,  +0.00623, 0.00904, 0.01699,-0.26697
0149+218,  57,  37,  29,  24,  28.075,  22.119,  +0.00519,  -0.00613, 0.00444, 0.00563,-0.29378
0150-144,   4,   6,   4,   4,  28.133, -14.211,,,,,
0150-334,  23,   3,   1,   2,  28.292, -33.174,  +0.06284,  -0.12812, 0.03683, 0.07390, 0.09455
0151+474, 124,  74,  58,  50,  28.735,  47.724,  -0.00765,  -0.00443, 0.00425, 0.00531,-0.00052
0152+043,   2,   3,   3,   1,  28.766,   4.642,,,,,
0153+744,  16,  10,   6,   8,  29.396,  74.712,  +0.01690,  -0.02344, 0.02751, 0.02920, 0.07587
0153-410,   6,   4,   3,   2,  28.904, -40.812,  -0.12434,  -0.03672, 0.12644, 0.12222,-0.13130
0156+128,   6,   0,   0,   0,  29.734,  13.117,  +0.00258,  -0.05856, 0.02442, 0.05138,-0.29385
0159+723,  60,  17,  14,   8,  30.889,  72.548,  -0.00677,  -0.00284, 0.00624, 0.00600, 0.03468
0159-668,   3,   3,   3,   1,  30.282, -66.637,,,,,
0201+088,   5,   0,   0,   0,  31.145,   9.064,  +0.01309,  +0.13183, 0.03669, 0.04974,-0.17313
0201+113, 711,  99,  68,  73,  30.944,  11.579,  +0.00465,  +0.00391, 0.00162, 0.00196,-0.66261
0202+145,   2,   3,   1,   3,  31.305,  14.742,,,,,
0202+149, 815, 181, 110, 136,  31.210,  15.236,  -0.01292,  +0.02340, 0.00195, 0.00293,-0.08226
0202+319, 365, 355, 259, 247,  31.271,  32.208,  +0.00736,  -0.00485, 0.00261, 0.00351,-0.11368
0202-172,  63,  61,  48,  42,  31.240, -17.022,  -0.00394,  -0.03555, 0.00614, 0.01291, 0.02362
0203+625,   2,   5,   3,   3,  31.763,  62.770,,,,,
0206+136,  45,  30,  23,  16,  32.400,  13.867,  +0.00606,  -0.02031, 0.00825, 0.01362,-0.07834
0206-689,   2,   3,   3,   1,  31.962, -68.632,,,,,
0208+106,   3,   2,   1,   2,  32.805,  10.860,,,,,
0208-512, 535,  97,  71,  69,  32.693, -51.017,  +0.00761,  -0.00373, 0.00324, 0.00391,-0.01798
0211+171,  15,   9,   7,   5,  33.687,  17.380,  +0.02690,  +0.04659, 0.04446, 0.06600,-0.33504
0212+735, 833, 511, 364, 302,  34.378,  73.826,  -0.00052,  -0.00346, 0.00112, 0.00105, 0.21168
0212-620,   6,   8,   7,   6,  33.568, -61.826,  -0.04777,  +0.18968, 0.23971, 0.23381, 0.04018
0213-026,   1,   4,   2,   3,  33.925,  -2.382,,,,,
0214-522,   5,   2,   0,   2,  34.013, -52.003,  +0.13840,  -0.55976, 0.24339, 0.40038,-0.47994
0215+015, 248,  76,  55,  48,  34.454,   1.747,  -0.00774,  -0.00847, 0.00360, 0.00584,-0.03718
0216+011,  16,   2,   1,   2,  34.779,   1.350,  -0.02505,  -0.01932, 0.02372, 0.03461, 0.01417
0219+428,  19,   2,   2,   0,  35.665,  43.035,  -0.01066,  +0.00465, 0.01306, 0.01623,-0.02328
0220+427,   2,   4,   3,   2,  35.798,  42.992,,,,,
0220-349,  52,   8,   6,   5,  35.735, -34.691,  -0.00505,  +0.01756, 0.01202, 0.01838,-0.01066
0221+067,  69,  65,  45,  51,  36.118,   6.990,  -0.00334,  -0.00735, 0.00493, 0.00641,-0.34685
0222+185,   5,   0,   0,   0,  36.269,  18.780,  -0.03341,  +0.03648, 0.01848, 0.03728,-0.40229
0223+113,   1,   4,   3,   3,  36.425,  11.574,,,,,
0224+671,  46,  17,  14,  10,  37.209,  67.351,  +0.00444,  +0.00994, 0.00805, 0.00935, 0.13113
0226-559,   3,   5,   4,   4,  37.090, -55.768,,,,,
0227+403,   7,   4,   4,   2,  37.690,  40.548,  -0.01866,  -0.00845, 0.01910, 0.03194,-0.22927
0227-369,  55,  32,  23,  27,  37.369, -36.732,  +0.00630,  -0.00430, 0.01326, 0.02196,-0.07308
0229+131,2154, 787, 525, 529,  37.941,  13.382,  +0.00725,  -0.00059, 0.00077, 0.00122,-0.00411
0229+230,   5,   2,   1,   2,  38.086,  23.299,  -0.01264,  -0.03123, 0.01852, 0.03480,-0.31126
0229-479,   2,   5,   4,   3,  37.799, -47.770,,,,,
0230-790,  91,  22,  16,  18,  37.396, -78.796,  -0.00262,  +0.01047, 0.00947, 0.01028,-0.06696
0234+285, 928, 447, 309, 304,  39.468,  28.802,  +0.00025,  -0.00089, 0.00085, 0.00202,-0.48979
0234-301,  39,  18,  14,  14,  39.130, -29.899,  +0.01567,  +0.09043, 0.01928, 0.03698, 0.04963
0235+164, 840, 171, 113, 120,  39.662,  16.616,  +0.00236,  -0.01313, 0.00155, 0.00236,-0.08317
0235+205,   0,   5,   4,   5,  39.461,  20.772,,,,,
0235-618,  21,  14,  10,  11,  39.222, -61.604,  +0.00728,  -0.01041, 0.02527, 0.04109, 0.43911
0236+610,  10,   0,   0,   0,  40.132,  61.229,  -0.07202,  -0.29137, 0.40901, 0.32103,-0.78834
0237+040,  25,  20,  12,  13,  39.964,   4.273,  +0.00168,  -0.04396, 0.01131, 0.01400,-0.35067
0237-027, 298, 203, 162, 136,  39.939,  -2.578,  +0.00426,  -0.02253, 0.00365, 0.00598,-0.05486
0237-233,  30,  10,   8,   6,  40.034, -23.154,  +0.01655,  -0.10107, 0.02448, 0.03549, 0.00087
0238-084, 217,  61,  40,  34,  40.270,  -8.256,  -0.01189,  -0.01075, 0.00555, 0.00632, 0.11367
0239+108,  89,  11,   9,   6,  40.622,  11.017,  -0.01697,  +0.01851, 0.00552, 0.00741,-0.58179
0239+175,  26,   8,   2,   8,  40.601,  17.716,  -0.02360,  +0.01473, 0.00895, 0.01500,-0.24262
0241+622,  10,  36,  33,  20,  41.240,  62.468,  -0.08216,  +0.01437, 0.14427, 0.09067, 0.06109
0242+131,   2,   3,   3,   1,  41.190,  13.335,,,,,
0242+238,   4,   1,   1,   0,  41.320,  24.093,,,,,
0244-452,   1,   9,   5,   6,  41.475, -44.994,,,,,
0244-470,   2,   8,   5,   5,  41.500, -46.855,,,,,
0245-167,   4,   1,   1,   0,  42.032, -16.530,,,,,
0246+061,   3,   4,   2,   3,  42.325,   6.331,,,,,
0248+430,  25,   3,   3,   2,  42.894,  43.254,  -0.00833,  +0.03400, 0.01054, 0.01529,-0.12856
0248-266,   0,   5,   1,   4,  42.648, -26.462,,,,,
0250-225,   5,   0,   0,   0,  43.200, -22.324,  +0.03645,  +0.05313, 0.01966, 0.03976, 0.11796
0252-549,  29,   4,   2,   3,  43.372, -54.698,  -0.00109,  +0.01003, 0.00956, 0.03193, 0.31356
0253+133,   6,   0,   0,   0,  44.146,  13.576,  -0.02322,  +0.04420, 0.02260, 0.05034,-0.40133
0253-218,   5,   0,   0,   0,  44.053, -21.625,  +0.04109,  +0.06046, 0.01984, 0.04602,-0.00333
0254-334,   6,   5,   2,   4,  44.178, -33.256,  +0.03313,  +0.10745, 0.03989, 0.09276, 0.05149
0256+075,  50,   5,   4,   4,  44.863,   7.794,  +0.00879,  -0.00245, 0.01007, 0.01557,-0.22360
0256+192,   1,   4,   4,   2,  44.874,  19.429,,,,,
0256-005, 191,  51,  36,  33,  44.869,  -0.333,  +0.00064,  -0.02400, 0.00518, 0.00681,-0.07752
0256-393,   2,   4,   1,   4,  44.559, -39.161,,,,,
0258+011,   3,   4,   2,   3,  45.348,   1.310,,,,,
0259+121,  10,   2,   1,   2,  45.627,  12.316,  -0.03716,  +0.05332, 0.05225, 0.06891,-0.39890
0300+470, 532, 283, 194, 189,  45.897,  47.271,  -0.00065,  +0.00113, 0.00156, 0.00180,-0.00107
0302+625,  50,  19,  13,  12,  46.678,  62.717,  +0.00882,  +0.00810, 0.00641, 0.00709,-0.08002
0302-437,   3,   2,   2,   0,  46.122, -43.554,,,,,
0302-623,  63,  32,  24,  25,  45.961, -62.190,  +0.00363,  +0.00422, 0.00872, 0.01174, 0.31226
0303+051,   3,   2,   0,   2,  46.451,   5.392,,,,,
0305+039,  30,   6,   5,   5,  47.109,   4.111,  +0.00167,  -0.01109, 0.00898, 0.01410,-0.18473
0306+102,  86,  44,  32,  31,  47.265,  10.488,  -0.00441,  -0.00768, 0.00369, 0.00486,-0.30844
0306+274,   0,   5,   5,   4,  47.342,  27.648,,,,,
0307+380, 255, 111,  78,  80,  47.708,  38.248,  +0.00044,  +0.00351, 0.00411, 0.00536, 0.03815
0308-611, 734, 348, 237, 247,  47.484, -60.978,  -0.00215,  -0.00585, 0.00282, 0.00358, 0.13778
0309+411,  57,  16,   7,  12,  48.258,  41.334,  -0.00184,  -0.01064, 0.00554, 0.00599,-0.36639
0312+100,  20,  20,  14,  15,  48.838,  10.212,  +0.02310,  +0.09732, 0.02864, 0.04142,-0.26324
0312-770,   9,   4,   1,   4,  47.980, -76.864,  +0.08860,  -0.04821, 0.04177, 0.03740, 0.32032
0316+162,   0,   6,   6,   6,  49.741,  16.476,,,,,
0316+413, 139, 131,  92, 108,  49.951,  41.512,  +0.00412,  +0.02264, 0.00853, 0.01805, 0.08719
0316-444,  14,   4,   3,   3,  49.490, -44.238,  +0.04023,  -0.10169, 0.09615, 0.21331,-0.45001
0317+188,  43,   8,   6,   4,  49.964,  19.025,  -0.02130,  +0.03393, 0.01062, 0.01650,-0.17772
0319+121,  48,  26,  17,  15,  50.471,  12.354,  -0.00512,  -0.00254, 0.00916, 0.02117,-0.01368
0319+396,   4,   1,   1,   1,  50.716,  39.801,,,,,
0319-056,   2,   3,   3,   1,  50.499,  -5.437,,,,,
0322+222, 496, 249, 187, 168,  51.403,  22.400,  +0.00878,  +0.00980, 0.00253, 0.00358,-0.06464
0322-294,   0,   5,   4,   3,  51.185, -29.306,,,,,
0323-244,   0,   5,   5,   3,  51.306, -24.263,,,,,
0325+395,  13,  24,  18,  15,  52.210,  39.679,  +0.00727,  -0.02384, 0.04479, 0.05236,-0.12176
0325-222,   1,   4,   4,   4,  52.000, -22.035,,,,,
0326+277,  18,   1,   0,   1,  52.490,  27.938,  +0.00714,  +0.04528, 0.03701, 0.03025,-0.74266
0327+467,   4,   2,   0,   2,  52.636,  46.940,,,,,
0327-241,   0,   7,   5,   7,  52.475, -23.952,,,,,
0332+078, 124,  61,  46,  34,  53.722,   8.004,  +0.00127,  -0.01307, 0.00988, 0.01412,-0.03074
0332-403, 525, 275, 202, 198,  53.557, -40.140,  -0.00399,  +0.00134, 0.00512, 0.00683,-0.09328
0333+321,  88,  42,  30,  29,  54.125,  32.308,  +0.00155,  -0.01282, 0.00657, 0.00913,-0.10454
0334-131,   9,   3,   2,   2,  54.146, -13.035,  +0.00007,  -0.00497, 0.01522, 0.02607,-0.07370
0334-546,  34,  15,  12,  12,  53.975, -54.507,  +0.01812,  +0.04013, 0.01427, 0.03499, 0.20068
0335-364,  16,   3,   2,   2,  54.225, -36.268,  -0.03899,  +0.06104, 0.02529, 0.03565, 0.18021
0336-019,2003, 523, 365, 327,  54.879,  -1.777,  -0.00200,  -0.00559, 0.00102, 0.00157, 0.02927
0338-214, 140,  51,  39,  39,  55.148, -21.325,  +0.00414,  +0.00089, 0.00678, 0.00983, 0.06480
0340+362,  86,  32,  16,  27,  55.871,  36.370,  +0.01641,  -0.00487, 0.01001, 0.01357,-0.02387
0341+158,  21,   4,   2,   3,  56.097,  15.995,  -0.02976,  +0.02930, 0.02019, 0.02746,-0.09130
0342+147,  52,  15,  10,  10,  56.277,  14.897,  -0.00549,  -0.00287, 0.00534, 0.00574,-0.18551
0342+538,   3,   3,   3,   1,  56.644,  54.016,,,,,
0344+235,   5,   0,   0,   0,  56.988,  23.665,  -0.02084,  +0.01979, 0.06426, 0.11145,-0.72166
0345+460, 179,  65,  46,  43,  57.328,  46.167,  -0.01578,  -0.00661, 0.00631, 0.00771,-0.04300
0346+800,  10,   0,   0,   0,  58.692,  80.158,  +0.02914,  -0.03104, 0.02142, 0.02306,-0.33836
0346-279, 148,  50,  32,  39,  57.159, -27.820,  +0.00727,  +0.01098, 0.00847, 0.01261,-0.03811
0347-211, 108,  70,  45,  50,  57.491, -21.047,  +0.00095,  -0.01429, 0.01056, 0.01363, 0.05687
0348-120,   1,   6,   6,   1,  57.796, -11.890,,,,,
0350+465,   3,   5,   4,   3,  58.625,  46.722,,,,,
0352+605,   5,   1,   1,   0,  59.105,  60.733,  +0.02673,  -0.01517, 0.03384, 0.04385,-0.09963
0354+231,   5,   0,   0,   0,  59.340,  23.332,  +0.00395,  -0.02776, 0.01927, 0.03778,-0.23142
0355+055,   3,   2,   2,   0,  59.442,   5.709,,,,,
0355+508, 572, 376, 293, 267,  59.874,  50.964,  -0.00292,  +0.00990, 0.00316, 0.00324, 0.00485
0355-483,   5,   2,   1,   2,  59.341, -48.204,  +0.06987,  +0.17687, 0.03077, 0.07599, 0.62906
0355-669,  17,   4,   4,   3,  58.950, -66.759,  +0.00733,  -0.10941, 0.06002, 0.07465,-0.25533
0357-263,   5,   0,   0,   0,  59.890, -26.259,  +0.15273,  -0.01421, 0.06303, 0.14923,-0.33391
0358+040,   3,   2,   1,   2,  60.333,   4.226,,,,,
0358+210,  68,  28,  24,  18,  60.438,  21.175,  +0.00143,  +0.01296, 0.00630, 0.00991,-0.09340
0400+258,  67,  17,  12,  10,  60.773,  26.000,  +0.03046,  +0.00207, 0.00685, 0.01074,-0.27840
0400-319,  76,  32,  22,  22,  60.589, -31.791,  -0.01185,  +0.02227, 0.01113, 0.01528,-0.11122
0402-362, 582, 201, 151, 140,  60.974, -36.084,  +0.00041,  +0.00113, 0.00218, 0.00360, 0.05886
0403-132, 113,  69,  53,  42,  61.392, -13.137,  +0.00224,  +0.00343, 0.00629, 0.01145,-0.08973
0403-179,   6,   0,   0,   0,  61.551, -17.833,  -0.02315,  +0.03742, 0.02970, 0.06844, 0.35084
0405+304,   8,   2,   0,   2,  62.085,  30.542,  -0.00534,  +0.03253, 0.01484, 0.02353, 0.19422
0405-123,  36,   6,   5,   2,  61.952, -12.194,  +0.00168,  +0.02113, 0.01102, 0.02518, 0.09455
0405-385, 319,  84,  63,  53,  61.746, -38.441,  -0.00014,  +0.00171, 0.00451, 0.00730,-0.00458
0406+121,  37,   6,   6,   2,  62.342,  12.294,  -0.01395,  +0.00717, 0.01439, 0.01622,-0.64926
0406-127,  46,  13,   6,  12,  62.274, -12.647,  +0.00431,  +0.00559, 0.00798, 0.01317,-0.33892
0409+229,  20,   1,   1,   1,  63.182,  23.085,  +0.00624,  +0.01041, 0.01227, 0.02072,-0.46859
0410+110,  22,  23,  20,  13,  63.418,  11.204,  -0.05868,  +0.16485, 0.04063, 0.05579,-0.16009
0413-210,   6,   0,   0,   0,  64.018, -20.941,  -0.00701,  +0.06813, 0.02267, 0.04887, 0.04462
0414-189, 150,  67,  46,  42,  64.152, -18.852,  +0.00859,  -0.01068, 0.00600, 0.00857, 0.00612
0415+379,   3,   6,   3,   5,  64.589,  38.027,,,,,
0415+398, 112,  39,  31,  24,  64.844,  39.925,  -0.01799,  +0.01530, 0.00656, 0.00823,-0.04176
0418+532,  24,   2,   1,   1,  65.685,  53.407,  -0.02969,  -0.02930, 0.03134, 0.02929, 0.25029
0420+022, 153, 116,  88,  67,  65.718,   2.324,  +0.03546,  -0.02790, 0.01208, 0.01650, 0.04453
0420+417,  29,  20,  12,  17,  65.983,  41.834,  +0.01240,  +0.02735, 0.00896, 0.01162,-0.02612
0420-014,1186, 619, 419, 433,  65.816,  -1.343,  -0.00538,  -0.02367, 0.00089, 0.00119,-0.40742
0421+145,   5,   0,   0,   0,  66.098,  14.705,  +0.09181,  +0.00563, 0.08912, 0.08843,-0.02674
0422+004, 105,  32,  16,  27,  66.195,   0.602,  +0.01084,  -0.00337, 0.00608, 0.01024,-0.03069
0422-380,  67,  42,  33,  24,  66.176, -37.939,  -0.00329,  +0.00601, 0.00768, 0.01477, 0.07962
0423+051,  18,   1,   1,   0,  66.653,   5.306,  -0.02454,  +0.03249, 0.01867, 0.04019,-0.06185
0423+233,  16,   3,   1,   2,  66.732,  23.461,  +0.02028,  -0.00579, 0.01281, 0.02659,-0.31034
0425+048,   5,   5,   3,   3,  66.948,   4.952,  +0.01828,  +0.18576, 0.06353, 0.12620,-0.24630
0425+174,   6,   0,   0,   0,  67.148,  17.540,  -0.03626,  -0.03634, 0.02684, 0.05859,-0.39040
