iers_name, num_cln, num_outl, outl_ra, outl_dec, ra, dec, pmra, pmdec, pmra_err, pmdec_err, pmra_pmdec_cor
0011+189,   5,   0,   0,   0,   3.485,  19.178,  -0.00695,  +0.01882, 0.01813, 0.04280, 0.05369
0011-046,   7,   0,   0,   0,   3.476,  -4.398,  +0.01906,  -0.03513, 0.00486, 0.01146,-0.31757
0012+319,   5,   0,   0,   0,   3.776,  32.270,  +0.01916,  -0.02967, 0.00701, 0.01589,-0.21211
0012+610,   3,   2,   2,   0,   3.703,  61.295,,,,,
0012-184,   5,   0,   0,   0,   3.760, -18.214,  -0.01086,  +0.02553, 0.00884, 0.02257, 0.12569
0013-005,  92,   2,   1,   2,   4.046,  -0.253,  -0.00127,  -0.00733, 0.00220, 0.00264,-0.73628
0013-184,   5,   0,   0,   0,   3.893, -18.124,  +0.00337,  +0.05236, 0.04533, 0.10816,-0.31169
0014+813, 404, 932, 918,  94,   4.285,  81.586,  -0.00015,  -0.00754, 0.00052, 0.00398,-0.04638
0015+529,   3,   2,   2,   0,   4.466,  53.205,,,,,
0015-054,   0,   7,   4,   5,   4.399,  -5.212,,,,,
0015-280,   5,   0,   0,   0,   4.496, -27.806,  -0.08039,  +0.21690, 0.04707, 0.13773, 0.24966
0016+731, 261, 867, 858, 113,   4.941,  73.458,  -0.00155,  +0.00018, 0.00032, 0.00108,-0.05830
0016-223,   6,   0,   0,   0,   4.845, -22.091,  +0.20111,  -0.22610, 0.08827, 0.24785,-0.53608
0017+200, 373,  63,  40,  34,   4.908,  20.363,  -0.01103,  +0.00269, 0.00195, 0.00224,-0.05309
0017+257,   5,   0,   0,   0,   4.916,  26.048,  +0.00677,  -0.05059, 0.00550, 0.01360,-0.26964
0017-307,   5,   0,   0,   0,   4.928, -30.522,  -0.02662,  -0.02352, 0.01533, 0.04400,-0.01445
0018+715,   4,   1,   1,   0,   5.262,  71.839,,,,,
0018+729,   4,   1,   1,   0,   5.364,  73.212,,,,,
0019+058, 384,  19,  12,  11,   5.635,   6.135,  +0.00039,  -0.00136, 0.00193, 0.00256,-0.04814
0019+451,   5,   0,   0,   0,   5.528,  45.426,  +0.00631,  -0.00455, 0.00624, 0.01679, 0.03589
0020+446,   5,   0,   0,   0,   5.898,  44.943,  -0.00132,  +0.01137, 0.01232, 0.03590, 0.29263
0021+243,   6,   1,   0,   1,   6.114,  24.657,  -0.01110,  +0.00088, 0.01057, 0.01750,-0.08083
0021+464,   5,   0,   0,   0,   6.090,  46.735,  +0.01286,  +0.01718, 0.01189, 0.04009, 0.07146
0021-084,   7,   0,   0,   0,   6.003,  -8.186,  +0.00772,  +0.07519, 0.02323, 0.05370, 0.01415
0022+390,   4,   1,   1,   0,   6.359,  39.327,,,,,
0022-044,   7,   0,   0,   0,   6.192,  -4.200,  -0.00608,  +0.00199, 0.00670, 0.01449,-0.20270
0022-227,   4,   1,   1,   0,   6.351, -22.463,,,,,
0022-423,   5,   7,   6,   4,   6.179, -42.034,  +0.13438,  -0.01406, 0.10333, 0.08346,-0.46044
0023-263,   5,   0,   0,   0,   6.455, -26.037,  +0.04325,  -0.00282, 0.05581, 0.13286, 0.36805
0023-354,   8,   1,   1,   0,   6.568, -35.214,  +0.15323,  -0.04194, 0.07212, 0.17690, 0.58260
0024+092,   5,   0,   0,   0,   6.774,   9.499,  +0.07761,  +0.08663, 0.02871, 0.03929, 0.15241
0024+224,   7,   0,   0,   0,   6.814,  22.699,  -0.00823,  -0.02673, 0.01430, 0.01864,-0.03390
0024+597,   4,   1,   1,   0,   6.764,  59.981,,,,,
0024-114,   4,   1,   1,   0,   6.714, -11.215,,,,,
0025+197, 126,   6,   4,   3,   7.124,  20.007,  -0.00819,  -0.00508, 0.00355, 0.00534,-0.06053
0025+449,   5,   0,   0,   0,   6.926,  45.249,  +0.19332,  -0.14722, 0.15043, 0.29968,-0.43963
0026+048,   4,   2,   2,   0,   7.265,   5.160,,,,,
0026+346,  10,   8,   8,   3,   7.309,  34.942,  -0.09118,  -0.07474, 0.05338, 0.05111, 0.34240
0026-015,   7,   0,   0,   0,   7.254,  -1.228,  -0.02700,  +0.02628, 0.02226, 0.03283, 0.23468
0027+056,  10,   0,   0,   0,   7.441,   5.911,  +0.00666,  -0.01140, 0.00716, 0.01368,-0.24628
0027+703,   5,   0,   0,   0,   7.560,  70.628,  -0.00455,  +0.02128, 0.00288, 0.01408,-0.01506
0027-024,   4,   1,   0,   1,   7.633,  -2.199,,,,,
0027-426,   5,   0,   0,   0,   7.573, -42.413,  +0.03672,  -0.12696, 0.03679, 0.16465, 0.04837
0028-396,   6,   0,   0,   0,   7.851, -39.380,  -0.13606,  -0.03695, 0.10097, 0.37790,-0.40064
0029-147,   5,   0,   0,   0,   7.985, -14.439,  -0.07523,  +0.11268, 0.06042, 0.12581,-0.42978
0030+196,   3,   2,   2,   0,   8.160,  19.898,,,,,
0032+612,   4,   1,   1,   0,   8.855,  61.509,,,,,
0032-011,   5,   0,   0,   0,   8.683,  -0.904,  -0.01787,  -0.08020, 0.03912, 0.08315, 0.09313
0033+142,   5,   0,   0,   0,   9.146,  14.568,  -0.00881,  -0.06694, 0.02703, 0.04815,-0.19832
0033+143,   5,   0,   0,   0,   8.934,  14.634,  -0.00727,  +0.06116, 0.01865, 0.04145, 0.05523
0033-088,   6,   0,   0,   0,   8.943,  -8.598,  -0.02125,  +0.03712, 0.01866, 0.04625,-0.25772
0034+078,   7,   0,   0,   0,   9.384,   8.137,  -0.00784,  -0.00075, 0.01452, 0.02990,-0.20495
0034+108,   5,   0,   0,   0,   9.359,  11.164,  +0.02312,  +0.00400, 0.00978, 0.01982,-0.28877
0034-220,   4,   1,   0,   1,   9.312, -21.757,,,,,
0035+121,   5,   0,   0,   0,   9.575,  12.459,  -0.02414,  +0.05967, 0.02965, 0.06072,-0.40269
0035+238,   5,   0,   0,   0,   9.493,  24.120,  +0.06113,  +0.00696, 0.12588, 0.24996,-0.58112
0035+367,   5,   0,   0,   0,   9.442,  36.986,  -0.05748,  -0.00421, 0.03889, 0.05487, 0.27014
0035+413,  51,   5,   4,   2,   9.604,  41.618,  -0.00455,  +0.00684, 0.00379, 0.00644,-0.00020
0035-024,   5,   0,   0,   0,   9.586,  -2.128,  +0.03974,  +0.00798, 0.01387, 0.03074,-0.43437
0035-037,   7,   0,   0,   0,   9.587,  -3.500,  +0.01846,  +0.01087, 0.01232, 0.02657,-0.34775
0035-252, 110,  10,   6,   6,   9.561, -24.984,  -0.00066,  -0.00590, 0.00311, 0.00727,-0.16858
0036-099,   5,   0,   0,   0,   9.776,  -9.713,  -0.02343,  -0.00245, 0.03376, 0.08559,-0.02279
0036-191,   5,   0,   0,   0,   9.821, -18.902,  -0.00440,  +0.32846, 0.05267, 0.14389, 0.12410
0036-216,   6,   0,   0,   0,   9.625, -21.334,  +0.06624,  +0.24299, 0.05200, 0.10181, 0.35758
0037+011,   5,   0,   0,   0,  10.056,   1.430,  -0.03547,  -0.06754, 0.02040, 0.04176, 0.09716
0037+094,   5,   0,   0,   0,  10.076,   9.712,  -0.03890,  -2.24008, 0.64348, 1.63987,-0.49063
0037+139,   9,   0,   0,   0,   9.915,  14.199,  +0.00164,  +0.00341, 0.00930, 0.01550,-0.33021
0037+487,   5,   0,   0,   0,   9.946,  49.009,  -0.00034,  -0.02839, 0.00687, 0.01982, 0.17320
0037-329,   5,   1,   1,   0,  10.073, -32.724,  -0.01348,  +0.02375, 0.05504, 0.13809,-0.32372
0037-593,  10,   2,   2,   0,  10.033, -59.065,  +0.01938,  -0.04525, 0.05839, 0.12608,-0.11683
0038+133,   5,   0,   0,   0,  10.322,  13.658,  -0.09414,  -0.02689, 0.04575, 0.07304,-0.05366
0038-019,   5,   0,   0,   0,  10.358,  -1.721,  +0.10605,  +0.22792, 0.09326, 0.24313,-0.51853
0038-020,   5,   1,   1,   0,  10.240,  -1.776,  -0.01175,  +0.03517, 0.00659, 0.01416,-0.33473
0038-326,  18,   0,   0,   0,  10.128, -32.422,  +0.01792,  +0.08968, 0.03843, 0.11115,-0.45660
0039+230,  20,   5,   3,   3,  10.519,  23.334,  -0.00627,  +0.01739, 0.00887, 0.01537,-0.10546
0039+568,   5,   1,   1,   0,  10.581,  57.143,  -0.01365,  -0.01206, 0.00485, 0.01415, 0.35570
0040+098,   3,   2,   2,   0,  10.685,  10.164,,,,,
0041+677,   5,   0,   0,   0,  11.211,  68.051,  -0.00159,  +0.00784, 0.00621, 0.02268,-0.14934
0042+186,   5,   0,   0,   0,  11.176,  18.918,  -0.03530,  -0.00770, 0.02720, 0.07060, 0.47930
0042-373,   4,   2,   2,   0,  11.300, -37.097,,,,,
0043+246,   5,   0,   0,   0,  11.533,  24.942,  +0.01272,  -0.02238, 0.00701, 0.01380, 0.04753
0044+030,   8,   0,   0,   0,  11.775,   3.332,  -0.01852,  +0.19421, 0.03907, 0.09383,-0.29697
0044+387,   4,   1,   1,   0,  11.698,  39.013,,,,,
0044+566,   3,   2,   2,   0,  11.752,  56.962,,,,,
0044-846,   5,   1,   1,   0,  11.111, -84.378,  +0.00363,  -0.03255, 0.00523, 0.06497, 0.43351
0045+243,   5,   0,   0,   0,  11.933,  24.588,  +0.01705,  -0.06548, 0.01510, 0.03675,-0.72610
0046+063,   5,   2,   1,   1,  12.245,   6.668,  +0.02471,  -0.02134, 0.03486, 0.06954, 0.25016
0046+511,   8,   1,   0,   1,  12.408,  51.470,  -0.01585,  +0.01328, 0.00940, 0.02316,-0.23956
0046+861,   0,   5,   5,   0,  13.137,  86.462,,,,,
0046-315,   5,   0,   0,   0,  12.345, -31.274,  +0.09621,  -0.15995, 0.03431, 0.09258,-0.66397
0047+023,  46,   0,   0,   0,  12.430,   2.618,  -0.00933,  +0.00841, 0.00537, 0.01180,-0.28627
0047-051,   5,   0,   0,   0,  12.590,  -4.872,  -0.00231,  +0.02354, 0.01647, 0.03569,-0.28136
0047-579,  25,  14,  14,   0,  12.498, -57.641,  -0.02070,  +0.01492, 0.00608, 0.01791, 0.26377
0048+447,   4,   1,   1,   0,  12.902,  44.993,,,,,
0048-071,   5,   0,   0,   0,  12.784,  -6.834,  +0.00842,  -0.00297, 0.00613, 0.01413,-0.27954
0048-097,1801, 123,  85,  59,  12.672,  -9.485,  -0.00247,  -0.00451, 0.00070, 0.00084,-0.07605
0048-427, 170,  25,  20,  11,  12.790, -42.443,  +0.00493,  -0.00256, 0.00382, 0.00948, 0.04011
0049+003,   5,   0,   0,   0,  13.023,   0.594,  -0.16834,  +0.00160, 0.15389, 0.32123,-0.28987
0049+437,   5,   0,   0,   0,  13.116,  44.048,  -0.01326,  -0.00109, 0.00973, 0.02075,-0.10269
0050-287,   5,   0,   0,   0,  13.219, -28.432,  -0.06724,  +0.19451, 0.03366, 0.08759,-0.67629
0051+679,   3,   2,   2,   0,  13.573,  68.186,,,,,
0051+706,   4,   1,   1,   0,  13.574,  70.899,,,,,
0051-077,   5,   0,   0,   0,  13.402,  -7.458,  -0.11737,  +0.08601, 0.04834, 0.10400,-0.08683
0052-125,   5,   0,   0,   0,  13.799, -12.299,  -0.01630,  +0.00068, 0.01099, 0.02760,-0.31808
0052-201,   5,   0,   0,   0,  13.637, -19.884,  +0.05229,  +0.02752, 0.03286, 0.08026,-0.07689
0054+078,   6,   0,   0,   0,  14.328,   8.094,  -0.48308,  +0.49792, 0.54702, 1.08913,-0.12977
0054+161, 184,   6,   5,   4,  14.230,  16.420,  -0.00227,  -0.00134, 0.00394, 0.00549, 0.02394
0054-006,   8,   0,   0,   0,  14.321,  -0.409,  +0.01226,  +0.06581, 0.02379, 0.04060, 0.22512
0055+060,   4,   2,   2,   0,  14.641,   6.335,,,,,
0055+329,   5,   0,   0,   0,  14.634,  33.188,  -0.03466,  -0.00755, 0.01331, 0.03326,-0.18863
0055-059, 122,  13,   3,  10,  14.521,  -5.665,  -0.00539,  +0.00790, 0.00423, 0.00772,-0.19423
0055-328,   5,   0,   0,   0,  14.509, -32.572,  -0.01182,  +0.05357, 0.02018, 0.06559,-0.40880
0055-340,   6,   0,   0,   0,  14.565, -33.799,  +0.06875,  -0.28831, 0.03972, 0.13758,-0.14497
0056+579,   5,   0,   0,   0,  14.968,  58.207,  -0.00888,  -0.00112, 0.01877, 0.03413, 0.12580
0056-001,  20,   2,   1,   2,  14.773,   0.114,  +0.01678,  -0.04044, 0.00691, 0.01292,-0.29754
0056-187,   5,   0,   0,   0,  14.655, -18.494,  -1.54773,  +0.31902, 1.74865, 4.54616,-0.72273
0056-572,  13,   3,   3,   1,  14.694, -56.987,  -0.01954,  +0.01345, 0.01064, 0.03140, 0.33797
0057+334,   5,   0,   0,   0,  15.160,  33.752,  +0.01609,  +0.05947, 0.01619, 0.03958,-0.13190
0057+678,   0,   5,   5,   2,  15.215,  68.139,,,,,
0058+498,   5,   0,   0,   0,  15.321,  50.079,  +0.00294,  +0.00797, 0.04556, 0.07014,-0.56137
0059+163,   7,   0,   0,   0,  15.490,  16.661,  +0.00208,  +0.01776, 0.03021, 0.12653,-0.37403
0059+581,1690,1331,1167, 359,  15.691,  58.403,  -0.00201,  -0.00188, 0.00017, 0.00034,-0.03549
0059-287,   3,   2,   0,   2,  15.468, -28.522,,,,,
0100-270,   5,   0,   0,   0,  15.735, -26.777,  -0.07342,  +0.13255, 0.06024, 0.14157,-0.55962
0101+113,   5,   0,   0,   0,  16.044,  11.571,  -0.05296,  -0.04587, 0.04030, 0.07643,-0.04359
0101-126,   5,   0,   0,   0,  15.938, -12.379,  +0.18978,  -0.76658, 0.29556, 0.74750,-0.68885
0102+480,   5,   0,   0,   0,  16.458,  48.318,  +0.00125,  +0.01389, 0.00276, 0.00749,-0.09813
0102+511,   5,   0,   0,   0,  16.373,  51.430,  +0.08170,  -0.06819, 0.04319, 0.05680,-0.50066
0102-245,   5,   0,   0,   0,  16.243, -24.275,  +0.00210,  -0.03409, 0.00862, 0.02386,-0.32069
0103+057,   7,   0,   0,   0,  16.497,   6.016,  +0.12841,  +0.08016, 0.07394, 0.14687,-0.31139
0103+127,   7,   0,   0,   0,  16.639,  13.001,  -0.07726,  +0.08713, 0.02267, 0.04921,-0.57707
0103+253,   5,   0,   0,   0,  16.546,  25.658,  +0.00855,  +0.01478, 0.01894, 0.04372,-0.81961
0103+337,   4,   1,   0,   1,  16.501,  34.034,,,,,
0103-021,   3,   2,   2,   0,  16.596,  -1.927,,,,,
0104+195,   5,   0,   0,   0,  16.719,  19.851,  -0.02336,  +0.01174, 0.01775, 0.03894,-0.42253
0104-035,   5,   0,   0,   0,  16.680,  -3.260,  -0.02365,  +0.00880, 0.01857, 0.04173,-0.13796
0104-275,  11,   2,   2,   1,  16.609, -27.303,  -0.00632,  -0.01019, 0.00414, 0.01287,-0.12509
0104-408,1507, 208, 170,  76,  16.688, -40.572,  +0.00114,  -0.00472, 0.00077, 0.00142, 0.03637
0105+129,   6,   0,   0,   0,  16.942,  13.201,  +0.01925,  +0.01026, 0.02734, 0.05189,-0.32260
0105+259,   5,   0,   0,   0,  16.950,  26.186,  +0.05423,  -0.08111, 0.03289, 0.09203,-0.69581
0105-008,   5,   0,   0,   0,  17.112,  -0.623,  +0.03487,  +0.07467, 0.03500, 0.05167, 0.32789
0106+013,1676, 263, 205, 128,  17.162,   1.583,  +0.01635,  +0.01299, 0.00071, 0.00092,-0.23690
0106+612,   4,   1,   1,   0,  17.443,  61.558,,,,,
0106+678,   5,   0,   0,   0,  17.554,  68.095,  +0.01388,  -0.04784, 0.01098, 0.02438,-0.06911
0107+069,   5,   0,   0,   0,  17.638,   7.245,  +0.02264,  -0.04143, 0.10724, 0.13518,-0.08887
0107-045,   6,   0,   0,   0,  17.629,  -4.259,  +0.01450,  -0.13601, 0.02003, 0.04746,-0.29601
0107-610,  49,   3,   3,   1,  17.314, -60.830,  -0.00186,  -0.00502, 0.00407, 0.01406, 0.04424
0108+388,   7,   6,   5,   2,  17.905,  39.108,  +0.00195,  +0.01631, 0.00818, 0.01097, 0.16894
0108-079,   5,   0,   0,   0,  17.708,  -7.695,  +0.00782,  +0.00491, 0.00628, 0.01430,-0.14703
0108-146,   7,   0,   0,   0,  17.770, -14.376,  +0.61398,  -4.14315, 1.42426, 2.90601,-0.18334
0108-170,   5,   0,   0,   0,  17.648, -16.808,  -0.01505,  +0.09392, 0.12208, 0.23955, 0.27098
0109+200,   5,   0,   0,   0,  18.042,  20.339,  +0.16584,  +0.09969, 0.10392, 0.20405, 0.14169
0109+224, 163,  14,  12,   4,  18.024,  22.744,  -0.00389,  -0.00720, 0.00142, 0.00229,-0.08977
0109+351,   5,   0,   0,   0,  18.054,  35.372,  +0.00791,  -0.00142, 0.00661, 0.01446,-0.27068
0109-135,   5,   0,   0,   0,  17.987, -13.284,  -0.02822,  +0.03809, 0.01427, 0.03737,-0.43973
0110+318,   5,   0,   0,   0,  18.210,  32.138,  +0.00280,  -0.01158, 0.00690, 0.01683,-0.09395
0110+495,  56,  13,  13,   1,  18.363,  49.807,  +0.00844,  +0.01199, 0.02761, 0.06200,-0.19017
0110-361,   6,   1,   1,   0,  18.316, -35.863,  +0.01330,  +0.00763, 0.01432, 0.02953,-0.34839
0110-668,   8,   5,   5,   0,  18.079, -66.579,  +0.01050,  -0.05913, 0.01871, 0.07423, 0.33551
0111+021, 286,   6,   5,   3,  18.430,   2.371,  +0.01273,  +0.00656, 0.00208, 0.00213,-0.75364
0111+131,   5,   0,   0,   0,  18.477,  13.415,  +0.01518,  +0.04155, 0.04272, 0.05285,-0.10013
0112+131,   5,   0,   0,   0,  18.720,  13.427,  +0.03116,  -0.25471, 0.28823, 0.31448,-0.02895
0112-017,  33,   4,   4,   0,  18.821,  -1.451,  -0.00661,  +0.00056, 0.00590, 0.00677,-0.13973
0112-245,   5,   0,   0,   0,  18.739, -24.329,  -0.01564,  +0.14469, 0.03979, 0.10588, 0.16733
0113+241,   5,   0,   0,   0,  19.159,  24.382,  +0.02891,  -0.00544, 0.02575, 0.04419,-0.03538
0113-118,  34,   3,   2,   2,  19.052, -11.604,  -0.00420,  +0.00133, 0.00507, 0.00605,-0.35182
0113-283,   9,   0,   0,   0,  18.850, -28.082,  -0.01908,  +0.01969, 0.01108, 0.02751,-0.24758
0113-310,   6,   0,   0,   0,  18.944, -30.822,  +0.00000,  -0.09256, 0.01680, 0.04673,-0.49427
0114+140,   8,   0,   0,   0,  19.355,  14.303,  -0.00671,  +0.03018, 0.01469, 0.01509, 0.11339
0114-211,   6,   0,   0,   0,  19.214, -20.869,  +0.96170,  +0.66096, 0.57042, 0.73370,-0.29371
0115+027,   7,   0,   0,   0,  19.577,   2.968,  +0.01388,  -0.05491, 0.08626, 0.11123,-0.20503
0115-214, 312,   9,   7,   6,  19.453, -21.185,  +0.02540,  -0.10472, 0.00883, 0.01370,-0.08229
0116+082,   2,   4,   3,   4,  19.755,   8.499,,,,,
0116+319,   3,   4,   4,   1,  19.896,  32.181,,,,,
0116-219,  97,   9,   7,   3,  19.739, -21.692,  +0.00045,  +0.00229, 0.00404, 0.00577,-0.10724
0118+111,   7,   0,   0,   0,  20.371,  11.450,  +0.00196,  -0.02519, 0.02688, 0.04158,-0.20453
0118-272,  24,   2,   2,   0,  20.132, -27.024,  +0.00442,  +0.01432, 0.00771, 0.01803,-0.41461
0118-283,   5,   0,   0,   0,  20.253, -28.106,  +0.04014,  +0.06608, 0.01899, 0.05079,-0.19720
0119+041,1748, 125,  96,  53,  20.487,   4.374,  -0.00425,  -0.00417, 0.00052, 0.00116,-0.12281
0119+115,1435, 325, 161, 235,  20.423,  11.831,  +0.00631,  +0.02701, 0.00070, 0.00140, 0.00017
0119+247,   6,   0,   0,   0,  20.662,  25.042,  -0.00201,  -0.01154, 0.00310, 0.00670, 0.01477
0119+296,   5,   0,   0,   0,  20.689,  29.904,  +0.01182,  +0.01597, 0.02029, 0.04542,-0.13076
0119-011,   5,   0,   0,   0,  20.573,  -0.938,  -0.02079,  +0.02797, 0.02633, 0.07134,-0.50831
0120+259,   5,   0,   0,   0,  20.929,  26.256,  -0.00413,  +0.02838, 0.00472, 0.01225,-0.27119
0120+304,   5,   0,   0,   0,  20.760,  30.735,  -0.03551,  -0.02674, 0.01869, 0.04417, 0.00914
0121+560,   4,   2,   1,   1,  21.108,  56.314,,,,,
0122+278,   3,   2,   2,   0,  21.233,  28.086,,,,,
0122+470,   5,   0,   0,   0,  21.282,  47.301,  +0.00330,  +0.02001, 0.02458, 0.04800, 0.07864
0122+705,   3,   2,   2,   0,  21.533,  70.781,,,,,
0122-003,  11,   0,   0,   0,  21.370,  -0.099,  +0.01852,  +0.02442, 0.00761, 0.01545,-0.23864
0122-260,   5,   0,   0,   0,  21.328, -25.818,  +0.00793,  +0.00582, 0.02277, 0.06422,-0.27396
0122-345,   7,   0,   0,   0,  21.089, -34.273,  +0.00930,  -0.04582, 0.02961, 0.09308,-0.18396
0122-514,  10,   1,   1,   0,  21.239, -51.221,  -0.00664,  +0.10077, 0.03918, 0.16854,-0.67756
0123+257,  35,   2,   1,   1,  21.678,  25.984,  -0.00371,  -0.01516, 0.00484, 0.01016,-0.05213
0123+731,   2,   3,   3,   0,  21.770,  73.387,,,,,
0123-226,   5,   0,   0,   0,  21.563, -22.376,  +0.00739,  -0.04625, 0.02077, 0.05112,-0.55371
0124-155,   5,   0,   0,   0,  21.641, -15.309,  -0.01327,  +0.03408, 0.02302, 0.05519,-0.02858
0125+487,   5,   0,   0,   0,  22.034,  49.018,  -0.00275,  -0.01563, 0.01064, 0.02841, 0.37215
0125+628,   5,   0,   0,   0,  22.127,  63.108,  -0.01868,  -0.01266, 0.00850, 0.01198,-0.34327
0127+084,   8,   1,   0,   1,  22.615,   8.713,  -0.00866,  -0.03043, 0.00759, 0.01742,-0.34170
0127+145,   8,   0,   0,   0,  22.481,  14.780,  -0.00706,  +0.01676, 0.01494, 0.02650,-0.28810
0128+383,   5,   0,   0,   0,  22.861,  38.578,  -0.01910,  -0.02048, 0.01636, 0.03646, 0.04900
0129+220,   5,   0,   0,   0,  23.013,  22.281,  +0.04201,  -0.00110, 0.01855, 0.03645,-0.15192
0129+431,   5,   0,   0,   0,  23.184,  43.426,  +0.00320,  -0.01611, 0.00864, 0.02128,-0.23560
0130+691,   2,   3,   3,   0,  23.670,  69.420,,,,,
0130-171,  43,   0,   0,   0,  23.181, -16.913,  -0.00376,  -0.00273, 0.00460, 0.00525, 0.09343
0130-447,   4,   2,   2,   1,  23.254, -44.512,,,,,
0131-001,   3,   2,   2,   1,  23.553,   0.063,,,,,
0131-522, 386, 102,  93,  18,  23.274, -52.001,  -0.00757,  +0.03553, 0.00317, 0.00738, 0.22860
0132-389,   6,   0,   0,   0,  23.633, -38.726,  +0.02648,  -0.15361, 0.02451, 0.08168,-0.19775
0133+476,1637, 598, 508, 173,  24.244,  47.858,  +0.00119,  +0.00303, 0.00029, 0.00051,-0.10922
0133-204,   5,   0,   0,   0,  23.906, -20.146,  -0.00116,  -0.00137, 0.00559, 0.01432,-0.05400
0133-410,   5,   0,   0,   0,  24.012, -40.747,  +0.87474,  +0.14574, 0.40167, 0.30703, 0.48911
