iers_name, num_cln, num_outl, outl_ra, outl_dec, ra, dec, pmra, pmdec, pmra_err, pmdec_err, pmra_pmdec_cor
0239+108,  89,  11,   9,  10,  40.622,  11.017,  -0.02051,  +0.00446, 0.00575, 0.01101,-0.23180
0239+175,  31,   3,   2,   3,  40.601,  17.716,  -0.02119,  +0.01451, 0.01164, 0.02008,-0.22810
0241+622,   6,  40,  38,  19,  41.240,  62.468,  +0.08015,  +0.17418, 0.29733, 0.27391,-0.06013
0242+131,   4,   1,   1,   1,  41.190,  13.335,,,,,
0242+238,   5,   0,   0,   0,  41.320,  24.093,  -0.14795,  -0.01277, 0.07060, 0.09193, 0.18745
0244-452,   3,   7,   4,   5,  41.475, -44.994,,,,,
0244-470,   2,   8,   5,   6,  41.500, -46.855,,,,,
0245-167,   5,   0,   0,   0,  42.032, -16.530,  +0.08500,  +0.06912, 0.04164, 0.08382, 0.31662
0246+061,   4,   3,   2,   2,  42.325,   6.331,,,,,
0248+430,  25,   3,   3,   1,  42.894,  43.254,  -0.00756,  +0.03258, 0.01278, 0.01855,-0.12902
0248-266,   1,   4,   1,   3,  42.648, -26.462,,,,,
0250-225,   5,   0,   0,   0,  43.200, -22.324,  +0.03645,  +0.05313, 0.01966, 0.03976, 0.11796
0252-549,  27,   6,   2,   5,  43.372, -54.698,  -0.00378,  -0.03685, 0.01013, 0.02822, 0.19737
0253+133,   6,   0,   0,   0,  44.146,  13.576,  -0.02322,  +0.04420, 0.02260, 0.05034,-0.40133
0253-218,   5,   0,   0,   0,  44.053, -21.625,  +0.04109,  +0.06046, 0.01984, 0.04602,-0.00333
0254-334,   6,   5,   1,   5,  44.178, -33.256,  +0.06319,  +0.10884, 0.05610, 0.11456,-0.00045
0256+075,  47,   8,   3,   8,  44.863,   7.794,  +0.02721,  +0.01539, 0.00831, 0.01334,-0.28768
0256+192,   2,   3,   3,   2,  44.874,  19.429,,,,,
0256-005, 205,  37,  27,  21,  44.869,  -0.333,  -0.00152,  -0.03200, 0.00593, 0.00760,-0.06569
0256-393,   4,   2,   0,   2,  44.559, -39.161,,,,,
0258+011,   4,   3,   2,   2,  45.348,   1.310,,,,,
0259+121,   8,   4,   1,   3,  45.627,  12.316,  -0.05078,  +0.07631, 0.06780, 0.08538,-0.41062
0300+470, 624, 191, 127, 120,  45.897,  47.271,  +0.00018,  +0.00101, 0.00194, 0.00225,-0.00755
0302+625,  60,   9,   5,   9,  46.678,  62.717,  +0.00704,  +0.00916, 0.00695, 0.00781,-0.02479
0302-437,   5,   0,   0,   0,  46.122, -43.554,  -0.11738,  -0.20643, 0.12644, 0.35317, 0.18923
0302-623,  77,  18,  14,  15,  45.961, -62.190,  -0.00929,  +0.01710, 0.01006, 0.01203, 0.29437
0303+051,   3,   2,   0,   2,  46.451,   5.392,,,,,
0305+039,  31,   5,   3,   5,  47.109,   4.111,  +0.01489,  -0.01296, 0.00762, 0.01280,-0.09081
0306+102,  94,  36,  24,  25,  47.265,  10.488,  -0.00542,  -0.00335, 0.00477, 0.00640,-0.30859
0306+274,   1,   4,   4,   4,  47.342,  27.648,,,,,
0307+380, 292,  74,  52,  44,  47.708,  38.248,  +0.00558,  +0.01521, 0.00464, 0.00612, 0.04744
0308-611, 848, 234, 144, 157,  47.484, -60.978,  -0.00490,  -0.00551, 0.00342, 0.00433, 0.14007
0309+411,  64,   9,   5,   6,  48.258,  41.334,  +0.00035,  -0.01616, 0.00587, 0.00651,-0.32997
0312+100,  32,   8,   4,   6,  48.838,  10.212,  +0.01623,  +0.14276, 0.05102, 0.06708,-0.24358
0312-770,   9,   4,   0,   4,  47.980, -76.864,  +0.04038,  -0.02501, 0.02316, 0.02719, 0.18811
0316+162,   0,   6,   5,   6,  49.741,  16.476,,,,,
0316+413,  73, 197, 146, 162,  49.951,  41.512,  -0.00038,  +0.03405, 0.00860, 0.01412, 0.16532
0316-444,  15,   3,   2,   3,  49.490, -44.238,  -0.04095,  -0.11842, 0.11438, 0.24985,-0.43056
0317+188,  48,   3,   2,   2,  49.964,  19.025,  -0.01771,  +0.01990, 0.00940, 0.01283,-0.20682
0319+121,  62,  12,   5,   8,  50.471,  12.354,  -0.01169,  -0.01466, 0.00909, 0.02126, 0.01714
0319+396,   4,   1,   0,   1,  50.716,  39.801,,,,,
0319-056,   3,   2,   2,   2,  50.499,  -5.437,,,,,
0322+222, 572, 173, 121, 120,  51.403,  22.400,  +0.01025,  +0.01009, 0.00293, 0.00416,-0.06014
0322-294,   0,   5,   4,   2,  51.185, -29.306,,,,,
0323-244,   1,   4,   4,   1,  51.306, -24.263,,,,,
0325+395,  17,  20,  15,  14,  52.210,  39.679,  +0.01408,  +0.01224, 0.05780, 0.06695,-0.12947
0325-222,   1,   4,   3,   4,  52.000, -22.035,,,,,
0326+277,  17,   2,   0,   2,  52.490,  27.938,  +0.01026,  +0.03764, 0.03835, 0.03092,-0.74515
0327+467,   6,   0,   0,   0,  52.636,  46.940,  -0.00398,  +0.06603, 0.04508, 0.06712, 0.07856
0327-241,   1,   6,   4,   6,  52.475, -23.952,,,,,
0332+078, 135,  50,  34,  31,  53.722,   8.004,  -0.00227,  -0.00573, 0.01024, 0.01594,-0.05739
0332-403, 613, 187, 133, 122,  53.557, -40.140,  -0.00553,  +0.00156, 0.00626, 0.00844,-0.08631
0333+321, 105,  25,  19,  13,  54.125,  32.308,  +0.00221,  -0.00612, 0.00779, 0.01113,-0.08470
0334-131,  11,   1,   0,   1,  54.146, -13.035,  +0.01980,  -0.00405, 0.02219, 0.04103,-0.06610
0334-546,  27,  22,   9,  18,  53.975, -54.507,  +0.02810,  +0.00387, 0.01919, 0.04338, 0.21138
0335-364,  16,   3,   1,   2,  54.225, -36.268,  -0.05487,  +0.03346, 0.03220, 0.05216, 0.26357
0336-019,2152, 374, 242, 278,  54.879,  -1.777,  +0.00028,  -0.00476, 0.00106, 0.00164, 0.01880
0338-214, 124,  67,  40,  47,  55.148, -21.325,  +0.01236,  +0.01650, 0.00733, 0.01074, 0.06271
0340+362,  94,  24,  13,  18,  55.871,  36.370,  +0.00890,  +0.01079, 0.01018, 0.01428,-0.05217
0341+158,  22,   3,   1,   3,  56.097,  15.995,  -0.00213,  +0.05804, 0.01655, 0.01792,-0.15308
0342+147,  54,  13,   9,   8,  56.277,  14.897,  -0.00758,  -0.00278, 0.00567, 0.00611,-0.18366
0342+538,   5,   1,   1,   0,  56.644,  54.016,  -0.05231,  -0.01127, 0.08868, 0.10878, 0.17558
0344+235,   4,   1,   0,   1,  56.988,  23.665,,,,,
0345+460, 201,  43,  33,  23,  57.328,  46.167,  -0.02321,  -0.01415, 0.00721, 0.00829,-0.11061
0346+800,  10,   0,   0,   0,  58.692,  80.158,  +0.02914,  -0.03104, 0.02142, 0.02306,-0.33836
0346-279, 148,  50,  32,  34,  57.159, -27.820,  +0.00448,  -0.00212, 0.00942, 0.01405,-0.03711
0347-211, 120,  58,  31,  42,  57.491, -21.047,  +0.01585,  -0.01637, 0.01174, 0.01462, 0.02736
0348-120,   2,   5,   5,   1,  57.796, -11.890,,,,,
0350+465,   5,   3,   2,   3,  58.625,  46.722,  -0.00718,  -0.03590, 0.02699, 0.04195, 0.09800
0352+605,   6,   0,   0,   0,  59.105,  60.733,  +0.02976,  -0.01249, 0.04744, 0.06147,-0.10164
0354+231,   5,   0,   0,   0,  59.340,  23.332,  +0.00395,  -0.02776, 0.01927, 0.03778,-0.23142
0355+055,   4,   1,   1,   0,  59.442,   5.709,,,,,
0355+508, 475, 473, 376, 339,  59.874,  50.964,  +0.00107,  +0.00898, 0.00325, 0.00352, 0.00495
0355-483,   5,   2,   1,   1,  59.341, -48.204,  +0.08633,  -0.16493, 0.20723, 0.55374, 0.63381
0355-669,  18,   3,   2,   1,  58.950, -66.759,  +0.03570,  -0.17355, 0.06490, 0.08016,-0.27092
0357-263,   4,   1,   1,   1,  59.890, -26.259,,,,,
0358+040,   4,   1,   0,   1,  60.333,   4.226,,,,,
0358+210,  77,  19,  16,  12,  60.438,  21.175,  +0.00211,  +0.01384, 0.00747, 0.01160,-0.09155
0400+258,  69,  15,  10,  10,  60.773,  26.000,  +0.03613,  +0.00108, 0.00756, 0.01188,-0.27177
0400-319,  80,  28,  21,  18,  60.589, -31.791,  -0.00308,  -0.01804, 0.01150, 0.01522,-0.07072
0402-362, 599, 184, 113, 133,  60.974, -36.084,  +0.00568,  +0.00277, 0.00226, 0.00379, 0.03244
0403-132, 124,  58,  40,  35,  61.392, -13.137,  +0.00127,  -0.00339, 0.00729, 0.01343,-0.10083
0403-179,   5,   1,   1,   0,  61.551, -17.833,  -0.02528,  +0.03274, 0.03025, 0.06987, 0.35283
0405+304,   9,   1,   1,   1,  62.085,  30.542,  -0.00042,  +0.04879, 0.01686, 0.02630, 0.20957
0405-123,  32,  10,   8,   7,  61.952, -12.194,  -0.00071,  +0.01183, 0.00935, 0.02138, 0.09387
0405-385, 333,  70,  50,  51,  61.746, -38.441,  +0.01151,  +0.00858, 0.00413, 0.00719,-0.04374
0406+121,  40,   3,   3,   2,  62.342,  12.294,  -0.01579,  +0.00940, 0.01007, 0.01452,-0.43872
0406-127,  44,  15,   5,  14,  62.274, -12.647,  +0.01432,  -0.00550, 0.00835, 0.01396,-0.26149
0409+229,  20,   1,   1,   1,  63.182,  23.085,  +0.00624,  +0.01041, 0.01227, 0.02072,-0.46859
0410+110,  30,  15,  13,   9,  63.418,  11.204,  +0.03269,  +0.06716, 0.04480, 0.06532,-0.12560
0413-210,   6,   0,   0,   0,  64.018, -20.941,  -0.00701,  +0.06813, 0.02267, 0.04887, 0.04462
0414-189, 169,  48,  30,  34,  64.152, -18.852,  -0.00938,  -0.00714, 0.00642, 0.00971,-0.01291
0415+379,   5,   4,   2,   3,  64.589,  38.027,  -0.04781,  +0.00902, 0.06680, 0.08402, 0.09640
0415+398, 126,  25,  19,  12,  64.844,  39.925,  -0.01250,  +0.01624, 0.00748, 0.00939,-0.05022
0418+532,  26,   0,   0,   0,  65.685,  53.407,  -0.01796,  -0.02290, 0.03517, 0.03284, 0.24620
0420+022, 198,  71,  53,  42,  65.718,   2.324,  +0.01807,  +0.00744, 0.00590, 0.00844, 0.02364
0420+417,  29,  20,  10,  18,  65.983,  41.834,  +0.01114,  +0.03170, 0.00941, 0.01226,-0.02019
0420-014,1249, 556, 303, 436,  65.816,  -1.343,  -0.00270,  -0.00765, 0.00100, 0.00221,-0.06198
0421+145,   4,   1,   1,   0,  66.098,  14.705,,,,,
0422+004, 108,  29,  13,  22,  66.195,   0.602,  +0.01698,  +0.00402, 0.00687, 0.01146,-0.04242
